,dt_time,temp,rh,pm2.5cnc,deviceid,pm10cnc
0,2020-11-22 15:00:00,31.7,42.66,78.88,98F4ABDCD35C,84.76
1,2020-11-22 16:00:00,32.0,43.0,87.6111111111111,98F4ABDCD35C,87.77777777777777
2,2020-11-22 18:00:00,30.0,46.27777777777778,54.38888888888889,98F4ABDCD35C,63.33333333333334
3,2020-11-22 19:00:00,30.983870967741932,47.612903225806456,36.935483870967744,98F4ABDCD35C,19.41935483870968
4,2020-11-22 20:00:00,31.0,47.0,49.18181818181818,98F4ABDCD35C,4.2727272727272725
5,2020-11-22 23:00:00,31.0,52.91379310344828,64.25862068965517,98F4ABDCD35C,1.7931034482758617
6,2020-11-23 00:00:00,31.741935483870968,51.596774193548384,55.887096774193544,98F4ABDCD35C,0.5806451612903226
7,2020-11-23 01:00:00,32.0,50.41509433962264,49.698113207547166,98F4ABDCD35C,0.03773584905660377
8,2020-11-23 11:00:00,29.387096774193548,30.903225806451612,28.774193548387093,98F4ABDCD35C,1.7580645161290325
9,2020-11-23 12:00:00,28.63492063492064,31.65079365079365,0.015873015873015872,98F4ABDCD35C,0.15873015873015872
10,2020-11-23 13:00:00,28.0,33.0,0.0,98F4ABDCD35C,0.022222222222222227
11,2020-11-23 15:00:00,25.0,37.0,0.0,98F4ABDCD35C,0.0
12,2020-11-23 16:00:00,26.029411764705888,35.0,0.0,98F4ABDCD35C,0.029411764705882356
13,2020-11-23 17:00:00,26.0,35.0,0.0,98F4ABDCD35C,0.0
14,2020-11-23 18:00:00,26.0,35.301587301587304,0.0,98F4ABDCD35C,0.0
15,2020-11-23 19:00:00,27.306451612903228,40.032258064516135,18.41935483870968,98F4ABDCD35C,22.225806451612907
16,2020-11-23 20:00:00,31.34920634920635,38.77777777777778,45.952380952380956,98F4ABDCD35C,0.0
17,2020-11-23 21:00:00,32.935483870967744,36.69354838709677,51.887096774193544,98F4ABDCD35C,0.20967741935483872
18,2020-11-23 22:00:00,33.0,36.63492063492063,46.0952380952381,98F4ABDCD35C,0.0
19,2020-11-23 23:00:00,33.0,37.87096774193548,28.85483870967742,98F4ABDCD35C,0.0
20,2020-11-24 00:00:00,33.0,39.285714285714285,24.809523809523807,98F4ABDCD35C,0.09523809523809523
21,2020-11-24 01:00:00,33.86206896551724,40.0,23.0,98F4ABDCD35C,0.1724137931034483
22,2020-11-24 07:00:00,30.0,50.10256410256411,120.12820512820512,98F4ABDCD35C,0.15384615384615385
23,2020-11-24 08:00:00,30.88888888888889,48.63492063492063,134.9206349206349,98F4ABDCD35C,0.25396825396825395
24,2020-11-24 09:00:00,31.0,45.338709677419345,115.01612903225808,98F4ABDCD35C,0.3548387096774194
25,2020-11-24 10:00:00,31.0,38.0,71.5,98F4ABDCD35C,0.0
26,2020-11-24 11:00:00,29.0,19.0,47.0,98F4ABDCD35C,0.0
27,2020-11-24 12:00:00,17.542857142857144,18.4,7.742857142857143,98F4ABDCD35C,1.9428571428571428
28,2020-11-24 13:00:00,26.0,37.270270270270274,0.0,98F4ABDCD35C,0.10810810810810813
29,2020-11-24 14:00:00,26.0,36.37096774193548,0.0,98F4ABDCD35C,0.03225806451612903
30,2020-11-24 15:00:00,26.0,36.473684210526315,0.0,98F4ABDCD35C,0.05263157894736842
31,2020-11-25 17:00:00,25.0,36.09090909090909,0.7727272727272727,98F4ABDCD35C,1.0
32,2020-11-25 18:00:00,25.0,37.0,0.5555555555555556,98F4ABDCD35C,0.8095238095238095
33,2020-11-25 19:00:00,25.285714285714285,39.3968253968254,0.6507936507936508,98F4ABDCD35C,0.9523809523809524
34,2020-11-25 20:00:00,26.58333333333333,39.266666666666666,17.366666666666667,98F4ABDCD35C,34.666666666666664
35,2020-11-25 21:00:00,30.274193548387093,50.983870967741936,93.77419354838709,98F4ABDCD35C,20.177419354838708
36,2020-11-25 22:00:00,31.0,50.96825396825397,114.38095238095238,98F4ABDCD35C,8.158730158730158
37,2020-11-25 23:00:00,31.0,53.75806451612904,102.14516129032258,98F4ABDCD35C,9.435483870967742
38,2020-11-26 00:00:00,31.0,53.80952380952381,93.5238095238095,98F4ABDCD35C,9.031746031746033
39,2020-11-26 01:00:00,31.0,52.145161290322584,94.38709677419355,98F4ABDCD35C,9.903225806451612
40,2020-11-26 02:00:00,31.0,51.112903225806456,101.90322580645163,98F4ABDCD35C,2.9032258064516134
41,2020-11-26 03:00:00,31.0,52.0,90.1904761904762,98F4ABDCD35C,3.1428571428571432
42,2020-11-26 04:00:00,31.0,52.0,85.95161290322581,98F4ABDCD35C,3.4838709677419355
43,2020-11-26 05:00:00,31.0,52.0,85.93650793650794,98F4ABDCD35C,2.873015873015873
44,2020-11-26 06:00:00,31.0,51.225806451612904,96.27419354838709,98F4ABDCD35C,2.1129032258064515
45,2020-11-26 07:00:00,31.0,48.33898305084746,113.67796610169492,98F4ABDCD35C,0.0
46,2020-11-26 08:00:00,31.0,47.714285714285715,116.6825396825397,98F4ABDCD35C,0.0
47,2020-11-26 09:00:00,31.0,45.564516129032256,108.74193548387095,98F4ABDCD35C,0.0
48,2020-11-26 10:00:00,17.983870967741932,24.14516129032258,26.0,98F4ABDCD35C,6.129032258064517
49,2020-11-26 11:00:00,25.032258064516128,38.145161290322584,0.06451612903225806,98F4ABDCD35C,0.08064516129032258
50,2020-11-26 12:00:00,26.16666666666667,38.28333333333333,0.18333333333333326,98F4ABDCD35C,0.21666666666666667
51,2020-11-26 13:00:00,26.0,37.82258064516129,0.0,98F4ABDCD35C,0.25806451612903225
