,dt_time,temp,rh,pm2.5cnc,deviceid,pm10cnc
0,2020-11-10 16:00:00,28.0,31.25,0.0,98F4ABDCC96D,0.0
1,2020-11-10 17:00:00,28.258064516129032,32.0,0.0,98F4ABDCC96D,0.0
2,2020-11-10 18:00:00,28.904761904761905,30.317460317460323,0.0,98F4ABDCC96D,0.0
3,2020-11-10 19:00:00,28.0,32.62903225806452,0.0967741935483871,98F4ABDCC96D,0.1129032258064516
4,2020-11-10 20:00:00,28.0,34.0,0.07142857142857142,98F4ABDCC96D,0.2857142857142857
5,2020-11-11 15:00:00,30.538461538461537,25.30769230769231,63.846153846153854,98F4ABDCC96D,74.38461538461539
6,2020-11-11 16:00:00,32.46031746031746,22.380952380952376,65.47619047619048,98F4ABDCC96D,74.87301587301587
7,2020-11-11 17:00:00,31.984126984126984,26.285714285714285,70.23809523809524,98F4ABDCC96D,78.42857142857143
8,2020-11-11 18:00:00,29.467741935483872,31.85483870967742,96.09677419354837,98F4ABDCC96D,104.90322580645163
9,2020-11-11 19:00:00,27.523809523809533,37.61904761904762,131.04761904761904,98F4ABDCC96D,142.53968253968253
10,2020-11-11 20:00:00,26.032258064516128,44.145161290322584,138.1290322580645,98F4ABDCC96D,152.8387096774194
11,2020-11-11 21:00:00,25.26984126984127,47.79365079365079,136.12698412698413,98F4ABDCC96D,149.82539682539684
12,2020-11-11 22:00:00,24.42857142857143,49.07936507936508,119.14285714285714,98F4ABDCC96D,129.84126984126985
13,2020-11-11 23:00:00,24.0,46.08064516129032,95.5,98F4ABDCC96D,104.08064516129032
14,2020-11-12 00:00:00,20.61290322580645,39.70967741935485,96.54838709677419,98F4ABDCC96D,107.37096774193549
15,2020-11-12 01:00:00,22.57142857142857,52.904761904761905,100.2698412698413,98F4ABDCC96D,109.4761904761905
16,2020-11-12 02:00:00,21.758064516129032,56.838709677419345,101.41935483870968,98F4ABDCC96D,110.12903225806451
17,2020-11-12 03:00:00,21.0,56.85714285714285,102.85714285714286,98F4ABDCC96D,112.5238095238095
18,2020-11-12 04:00:00,20.80952380952381,57.047619047619044,98.82539682539681,98F4ABDCC96D,107.65079365079364
19,2020-11-12 05:00:00,20.0,56.532258064516135,97.74193548387095,98F4ABDCC96D,107.33870967741936
20,2020-11-12 06:00:00,19.777777777777782,57.3968253968254,109.41269841269842,98F4ABDCC96D,120.34920634920636
21,2020-11-12 07:00:00,19.29032258064516,58.693548387096776,124.27419354838709,98F4ABDCC96D,137.32258064516128
22,2020-11-12 08:00:00,20.548387096774192,51.951612903225815,126.72580645161291,98F4ABDCC96D,141.1451612903226
23,2020-11-12 09:00:00,23.79032258064516,45.5,106.53225806451613,98F4ABDCC96D,116.88709677419355
24,2020-11-12 10:00:00,27.34920634920635,38.412698412698404,85.63492063492063,98F4ABDCC96D,93.11111111111113
25,2020-11-12 11:00:00,30.88888888888889,29.20634920634921,61.92063492063492,98F4ABDCC96D,72.36507936507937
26,2020-11-12 12:00:00,33.87096774193548,23.29032258064516,50.08064516129032,98F4ABDCC96D,62.82258064516129
27,2020-11-12 13:00:00,36.53968253968254,20.03174603174603,46.492063492063494,98F4ABDCC96D,57.746031746031754
28,2020-11-12 14:00:00,37.698412698412696,18.206349206349206,44.492063492063494,98F4ABDCC96D,54.555555555555564
29,2020-11-12 15:00:00,35.403225806451616,20.11290322580645,44.20967741935484,98F4ABDCC96D,54.354838709677416
30,2020-11-12 16:00:00,34.15873015873016,21.3015873015873,42.111111111111114,98F4ABDCC96D,51.36507936507937
31,2020-11-12 17:00:00,32.666666666666664,26.873015873015877,49.063492063492056,98F4ABDCC96D,61.349206349206355
32,2020-11-12 18:00:00,30.225806451612907,31.387096774193548,58.951612903225815,98F4ABDCC96D,70.64516129032258
33,2020-11-12 19:00:00,28.809523809523807,33.666666666666664,74.77777777777777,98F4ABDCC96D,82.3174603174603
34,2020-11-12 20:00:00,27.74603174603175,36.01587301587302,77.34920634920636,98F4ABDCC96D,84.6825396825397
35,2020-11-12 21:00:00,26.596774193548388,41.16129032258065,145.29032258064515,98F4ABDCC96D,163.88709677419354
36,2020-11-12 22:00:00,25.984126984126984,43.80952380952381,117.0,98F4ABDCC96D,128.53968253968253
37,2020-11-12 23:00:00,24.793650793650798,51.20634920634921,119.58730158730158,98F4ABDCC96D,130.33333333333334
38,2020-11-13 00:00:00,23.29032258064516,61.096774193548384,106.56451612903227,98F4ABDCC96D,114.80645161290323
39,2020-11-13 01:00:00,22.467741935483872,58.967741935483865,86.95161290322581,98F4ABDCC96D,93.53225806451613
40,2020-11-13 02:00:00,23.0,59.32258064516129,87.09677419354837,98F4ABDCC96D,94.33870967741936
41,2020-11-13 03:00:00,22.920634920634924,59.57142857142857,88.61904761904762,98F4ABDCC96D,95.58730158730158
42,2020-11-13 04:00:00,22.0,61.0952380952381,92.2063492063492,98F4ABDCC96D,99.77777777777777
43,2020-11-13 05:00:00,22.0,61.112903225806456,91.46774193548387,98F4ABDCC96D,99.90322580645163
44,2020-11-13 06:00:00,21.63492063492064,62.23809523809525,103.015873015873,98F4ABDCC96D,112.38095238095238
45,2020-11-13 07:00:00,21.365079365079364,61.28571428571429,105.93650793650794,98F4ABDCC96D,115.61904761904762
46,2020-11-13 08:00:00,23.322580645161292,56.983870967741936,99.91935483870968,98F4ABDCC96D,108.20967741935483
47,2020-11-13 09:00:00,26.0,51.904761904761905,88.66666666666669,98F4ABDCC96D,94.53968253968254
48,2020-11-13 10:00:00,29.031746031746028,45.904761904761905,64.84126984126982,98F4ABDCC96D,74.63492063492063
