,dt_time,temp,rh,pm2.5cnc,deviceid,pm10cnc
0,2020-11-01 00:00:00,27.317460317460323,48.38095238095239,80.28571428571429,98F4ABDCA949,90.15873015873017
1,2020-11-01 01:00:00,26.725806451612907,48.016129032258064,74.90322580645163,98F4ABDCA949,85.1774193548387
2,2020-11-01 02:00:00,26.0,51.20634920634921,82.04761904761905,98F4ABDCA949,92.6825396825397
3,2020-11-01 03:00:00,25.532258064516128,51.161290322580655,73.7741935483871,98F4ABDCA949,83.69354838709677
4,2020-11-01 04:00:00,25.0,52.6031746031746,73.47619047619048,98F4ABDCA949,83.09523809523809
5,2020-11-01 05:00:00,25.0,54.047619047619044,70.38095238095238,98F4ABDCA949,81.22222222222223
6,2020-11-01 06:00:00,25.0,56.483870967741936,89.17741935483869,98F4ABDCA949,102.08064516129032
7,2020-11-01 07:00:00,25.761904761904763,53.523809523809526,128.77777777777777,98F4ABDCA949,147.57142857142858
8,2020-11-01 08:00:00,29.793650793650798,44.682539682539684,105.53968253968254,98F4ABDCA949,120.46031746031746
9,2020-11-01 09:00:00,36.016129032258064,26.983870967741932,96.37096774193549,98F4ABDCA949,108.14516129032258
10,2020-11-01 10:00:00,39.451612903225815,18.693548387096776,62.41935483870968,98F4ABDCA949,72.5806451612903
11,2020-11-01 11:00:00,40.492063492063494,19.714285714285715,64.15873015873018,98F4ABDCA949,72.92063492063492
12,2020-11-01 12:00:00,40.41935483870968,22.12903225806452,65.06451612903226,98F4ABDCA949,73.3225806451613
13,2020-11-01 13:00:00,39.79365079365079,22.222222222222218,45.349206349206355,98F4ABDCA949,57.38095238095239
14,2020-11-01 14:00:00,37.714285714285715,26.88888888888889,47.15873015873015,98F4ABDCA949,60.33333333333334
15,2020-11-01 15:00:00,35.725806451612904,30.403225806451612,47.548387096774185,98F4ABDCA949,60.548387096774185
16,2020-11-01 16:00:00,34.650793650793645,31.952380952380953,42.253968253968246,98F4ABDCA949,53.253968253968246
17,2020-11-01 17:00:00,33.349206349206355,34.87301587301587,45.76190476190475,98F4ABDCA949,58.20634920634921
18,2020-11-01 18:00:00,31.365079365079364,41.920634920634924,53.317460317460316,98F4ABDCA949,67.1111111111111
19,2020-11-01 19:00:00,30.177419354838708,45.62903225806453,45.75806451612904,98F4ABDCA949,58.354838709677416
20,2020-11-01 20:00:00,30.0,49.746031746031754,53.42857142857143,98F4ABDCA949,66.93650793650794
21,2020-11-01 21:00:00,29.57142857142857,50.84126984126985,56.80952380952381,98F4ABDCA949,70.57142857142857
22,2020-11-01 22:00:00,29.0,51.903225806451616,56.67741935483871,98F4ABDCA949,70.90322580645163
23,2020-11-01 23:00:00,28.88888888888889,53.23809523809525,67.53968253968254,98F4ABDCA949,79.49206349206351
24,2020-11-02 00:00:00,28.222222222222218,53.38095238095239,76.1111111111111,98F4ABDCA949,85.46031746031746
25,2020-11-02 01:00:00,28.0,53.161290322580655,85.5,98F4ABDCA949,96.79032258064517
26,2020-11-02 02:00:00,27.063492063492063,53.80952380952381,88.65079365079364,98F4ABDCA949,100.30158730158729
27,2020-11-02 03:00:00,27.0,49.0,62.063492063492056,98F4ABDCA949,74.69841269841271
28,2020-11-02 04:00:00,27.0,53.75806451612904,78.2741935483871,98F4ABDCA949,89.95161290322581
29,2020-11-02 05:00:00,27.0,55.444444444444436,91.15873015873017,98F4ABDCA949,102.76190476190477
30,2020-11-02 06:00:00,27.0,58.887096774193544,107.20967741935483,98F4ABDCA949,120.90322580645163
31,2020-11-02 07:00:00,27.57142857142857,56.36507936507937,122.04761904761904,98F4ABDCA949,137.9047619047619
32,2020-11-02 08:00:00,30.095238095238088,50.6984126984127,140.85714285714286,98F4ABDCA949,158.19047619047618
33,2020-11-02 09:00:00,34.435483870967744,39.20967741935485,124.41935483870968,98F4ABDCA949,139.91935483870967
34,2020-11-02 10:00:00,38.142857142857146,28.904761904761905,84.46031746031746,98F4ABDCA949,93.03174603174604
35,2020-11-02 11:00:00,41.19354838709677,19.516129032258068,70.96774193548387,98F4ABDCA949,78.2741935483871
36,2020-11-02 12:00:00,42.253968253968246,19.476190476190478,84.0,98F4ABDCA949,92.22222222222223
37,2020-11-02 13:00:00,40.80952380952381,28.46031746031746,102.7936507936508,98F4ABDCA949,112.4761904761905
38,2020-11-02 14:00:00,38.854838709677416,32.54838709677419,92.43548387096773,98F4ABDCA949,101.27419354838709
39,2020-11-02 15:00:00,36.53968253968254,37.476190476190474,91.5238095238095,98F4ABDCA949,100.53968253968254
40,2020-11-02 16:00:00,35.09523809523809,43.714285714285715,84.98412698412699,98F4ABDCA949,93.95238095238096
41,2020-11-02 17:00:00,33.564516129032256,48.435483870967744,83.11290322580646,98F4ABDCA949,92.46774193548387
42,2020-11-02 18:00:00,32.01587301587302,56.46031746031746,83.63492063492063,98F4ABDCA949,93.46031746031746
43,2020-11-02 19:00:00,31.14516129032258,58.096774193548384,87.72580645161291,98F4ABDCA949,98.80645161290323
44,2020-11-02 20:00:00,31.0,60.967741935483865,89.90322580645163,98F4ABDCA949,100.80645161290323
45,2020-11-02 21:00:00,30.983870967741932,61.887096774193544,106.33870967741936,98F4ABDCA949,118.74193548387095
46,2020-11-02 22:00:00,30.11111111111111,60.92063492063492,105.36507936507937,98F4ABDCA949,118.14285714285714
47,2020-11-02 23:00:00,29.603174603174605,62.46031746031746,120.03174603174604,98F4ABDCA949,135.53968253968253
48,2020-11-03 00:00:00,29.0,55.548387096774185,128.6290322580645,98F4ABDCA949,146.19354838709674
