,To Date,Battery (%),R. Humidity (%),PM2.5,PM10,Temperature,Wind Direction (degree),Wind Speed (m/s)
1,03/06/21 14:00,100,58.14,8.16,79.48,35.94,240,7.2
2,03/06/21 13:00,100,50.38,8.84,82.84,36.22,240,3.6
3,03/06/21 12:00,100,51.12,13.5,90.96,37.24,220,3.09
4,03/06/21 11:00,100,52.27,8.28,81.25,36.78,200,2.06
5,03/06/21 10:00,100,56.82,8.41,83.05,35.1,-,1.54
6,03/06/21 09:00,90.91,63.01,12.68,88.91,29.45,-,1.54
7,03/06/21 08:00,100,86.03,24.59,122.46,29.42,140,1.54
8,03/06/21 07:00,100,97.2,31.89,134.21,28.05,-,-
9,03/06/21 06:00,100,97.9,22.23,113.58,27.76,-,-
10,03/06/21 05:00,100,98.12,7.45,94.29,27.75,60,2.06
11,03/06/21 04:00,100,93.67,4.32,78.89,28,60,2.06
12,03/06/21 03:00,100,91.47,8.23,103.28,28.08,80,1.54
13,03/06/21 02:00,100,92.73,5.54,86.08,27.99,110,2.57
14,03/06/21 01:00,100,94.52,9.22,103.46,28.12,100,2.57
15,03/06/21 00:00,100,93.34,13.72,104.79,28.21,-,-
16,02/06/21 23:00,91.67,87.33,21.53,116.86,25.93,-,-
17,02/06/21 22:00,100,94.68,15.25,107.27,28.21,110,2.57
18,02/06/21 21:00,100,89.31,5.72,87.93,28.3,120,2.06
19,02/06/21 20:00,100,83.09,22.09,110.23,29.46,110,2.57
20,02/06/21 19:00,100,77.64,3.34,72.58,32.64,270,4.12
21,02/06/21 18:00,100,74.38,2.23,69.21,33.88,270,4.12
22,02/06/21 17:00,100,76.12,1.81,67.92,33.57,270,3.6
23,02/06/21 16:00,91.67,72.54,2.12,63.14,30.46,280,5.14
24,02/06/21 15:00,100,79.57,2.11,68.44,32.96,250,4.12
25,02/06/21 14:00,100,76.72,2.94,71.69,33.62,230,3.6
26,02/06/21 13:00,100,68.57,4.21,74.74,35.48,230,3.6
27,02/06/21 12:00,100,90.78,6.78,80.24,30.83,220,3.09
28,02/06/21 11:00,100,100,15.86,98.09,29.7,200,1.03
29,02/06/21 10:00,100,99.9,17.67,105.27,29.73,220,3.6
30,02/06/21 09:00,100,92.39,18.38,103.79,30.55,-,-
31,02/06/21 08:00,100,97.5,35.93,136.04,29.79,70,2.06
32,02/06/21 07:00,100,99.99,41.54,146.88,27.4,70,2.06
33,02/06/21 06:00,100,100,41.52,141.71,27.01,-,-
34,02/06/21 05:00,100,99.99,37.35,131.56,26.9,-,-
35,02/06/21 04:00,100,100,53.2,161.25,26.67,90,2.06
36,02/06/21 03:00,100,100,50.33,152.02,26.68,110,2.06
37,02/06/21 02:00,100,100,35.06,122.66,26.8,110,2.06
38,02/06/21 01:00,100,99.99,28.45,112.89,26.81,80,2.06
39,02/06/21 00:00,100,100,22.95,111.38,26.7,-,-
40,01/06/21 23:00,100,100,16,99.61,26.83,50,2.06
41,01/06/21 22:00,100,100,11.73,87.89,26.91,100,4.12
42,01/06/21 21:00,100,93.42,8.48,89.01,28.67,100,4.12
43,01/06/21 20:00,100,79.32,7.2,91.99,31.17,180,3.6
44,01/06/21 19:00,100,72.68,6.89,89.9,33.02,200,5.14
45,01/06/21 18:00,100,69.45,5.48,83.62,34.25,240,6.17
46,01/06/21 17:00,100,69.12,5.1,80.84,34.49,230,6.17
47,01/06/21 16:00,100,66.38,4.81,80.42,35.09,230,6.17
48,01/06/21 15:00,100,64.06,4.17,77.61,35.34,220,4.63
49,01/06/21 14:00,100,61.18,5.18,81.02,36,230,6.17
50,01/06/21 13:00,100,57.11,6.54,84.58,37.12,220,3.6
51,01/06/21 12:00,100,65.16,7.29,87.07,35.5,210,2.57
52,01/06/21 11:00,100,75.05,8.28,89.07,33.78,210,2.57
53,01/06/21 10:00,100,80.72,11.54,98.5,33.21,210,2.57
54,01/06/21 09:00,100,89.54,15.65,109.94,31.56,130,1.54
55,01/06/21 08:00,100,98.11,16.51,116.5,29.9,110,1.54
56,01/06/21 07:00,100,99.98,18.77,127.86,28.67,110,1.54
57,01/06/21 06:00,100,100,19.99,128.37,28.47,110,1.54
58,01/06/21 05:00,100,100,13.66,109.55,28.68,120,1.54
59,01/06/21 04:00,100,100,17.59,121.76,28.67,100,2.06
60,01/06/21 03:00,100,99.64,16.1,120.62,28.63,150,2.06
61,01/06/21 02:00,100,99.98,15.6,115.1,28.72,-,-
62,01/06/21 01:00,100,100,17.17,125.77,28.8,-,-
63,01/06/21 00:00,100,100,20.7,136.06,29.1,110,2.06
64,31/05/21 23:00,100,100,17.95,127.33,29.29,60,2.57
65,31/05/21 22:00,100,100,20.86,135.73,29.27,90,2.06
66,31/05/21 21:00,100,100,21.22,126.39,29.09,172,3.52
67,31/05/21 20:00,100,95.93,18.16,118.71,29.59,172,3.52
68,31/05/21 19:00,100,83.42,12.73,112.93,31.24,240,4.63
69,31/05/21 18:00,100,79.76,7.84,97.36,31.69,220,3.6
70,31/05/21 17:00,90.91,76.92,9.92,96.57,28.42,240,3.6
71,31/05/21 16:00,100,84.26,8.98,102.44,31.26,260,4.63
72,31/05/21 15:00,100,72.91,7.71,95.59,33.44,260,4.63
73,31/05/21 14:00,100,75.58,7.76,93.93,33.76,240,2.06
74,31/05/21 13:00,100,96.49,9.1,91.93,27.2,270,5.14
75,31/05/21 12:00,100,80.41,9.01,97.59,32.3,330,4.63
76,31/05/21 11:00,100,74.08,9.6,101.86,34.34,180,3.09
77,31/05/21 10:00,100,81.46,13.05,112.61,32.61,180,3.09
78,31/05/21 09:00,100,88.35,13.71,112.18,31.02,120,2.06
79,31/05/21 08:00,100,96.07,27.44,132.29,22.36,90,2.06
80,31/05/21 07:00,100,99.87,33.82,134.11,28.2,120,2.57
81,31/05/21 06:00,100,96.93,24.9,114.39,28.1,90,2.57
82,31/05/21 05:00,100,94.78,24.69,114.71,28.26,90,2.57
83,31/05/21 04:00,100,91.45,23.15,110.98,28.3,110,2.06
84,31/05/21 03:00,100,93.23,16.92,100.13,28.53,60,2.57
85,31/05/21 02:00,100,97.69,10.67,91.8,28.74,80,2.57
86,31/05/21 01:00,100,100,15.26,110.05,29.41,110,2.57
87,31/05/21 00:00,100,91.9,16.55,120.08,29.71,110,2.57
88,30/05/21 23:00,100,86.08,11.16,103.37,29.71,100,3.09
89,30/05/21 22:00,100,81.93,9.51,102.32,30.69,60,2.06
90,30/05/21 21:00,100,81.65,8.03,97.17,31.04,280,2.57
91,30/05/21 20:00,90.91,72.16,8.72,94.42,28.57,250,4.63
92,30/05/21 19:00,100,74.08,8.22,99.02,32.43,250,4.63
93,30/05/21 18:00,100,69.4,8.03,97.38,33.45,250,3.6
94,30/05/21 17:00,100,68.77,7.78,95.09,33.87,230,5.66
95,30/05/21 16:00,100,65.23,7.64,93.66,34.8,260,5.14
96,30/05/21 15:00,100,62.41,7.6,94.29,35.58,240,5.66
97,30/05/21 14:00,100,62.82,7.92,94.13,35.23,240,5.66
98,30/05/21 13:00,100,63.02,8.31,96.31,35.16,240,3.6
99,30/05/21 12:00,100,70.78,9.74,101.38,33.92,270,4.63
100,30/05/21 11:00,100,75.12,10.83,103.89,33.11,230,4.12
101,30/05/21 10:00,100,74.56,12.49,109.92,33.19,130,1.54
102,30/05/21 09:00,100,74.56,17.78,127.88,33.25,130,1.54
103,30/05/21 08:00,90.91,80.61,11.15,104.54,28.42,220,1.54
104,30/05/21 07:00,100,93.84,11.08,108.61,29.6,240,1.54
105,30/05/21 06:00,100,98.44,28.93,144,29.41,240,1.54
106,30/05/21 05:00,100,97.18,12.33,116.99,29.74,190,1.54
107,30/05/21 04:00,100,94.58,10.89,112.77,29.97,190,1.54
108,30/05/21 03:00,100,90.58,10.78,113.63,30.29,150,2.06
109,30/05/21 02:00,100,89.45,12.07,123.36,30.35,90,2.06
110,30/05/21 01:00,100,88.39,9.88,111.15,30.47,-,-
111,30/05/21 00:00,100,86.85,8.75,102.44,30.68,250,4.12
112,29/05/21 23:00,100,83.13,10.06,107.14,30.84,250,4.12
113,29/05/21 22:00,100,82.91,10.19,107.52,30.95,230,1.54
114,29/05/21 21:00,100,84.46,9.13,101.5,31.01,280,3.09
115,29/05/21 20:00,100,81.76,8.47,100.4,31.27,250,4.12
116,29/05/21 19:00,100,73.98,7.79,98.73,32.35,250,4.63
117,29/05/21 18:00,100,67,8.26,98.51,33.53,250,4.63
118,29/05/21 17:00,100,64.02,7.74,96.56,34.36,260,4.63
119,29/05/21 16:00,100,63.64,7.01,92.98,34.65,250,6.17
120,29/05/21 15:00,100,62.89,6.66,92.17,35.06,290,6.17
121,29/05/21 14:00,100,64.02,7,93.97,34.04,260,6.17
122,29/05/21 13:00,100,59.66,7.5,94.23,35.45,260,6.17
123,29/05/21 12:00,100,59.4,7.39,95.22,35.34,270,4.63
124,29/05/21 11:00,100,58.89,7.45,94.55,34.93,250,3.09
125,29/05/21 10:00,100,64.82,8.08,96.8,34.47,270,3.09
126,29/05/21 09:00,100,75.53,8.78,100.98,32.91,250,2.57
127,29/05/21 08:00,100,86.78,9.63,107.28,31.26,210,1.54
128,29/05/21 07:00,100,96.67,11.38,117.19,29.62,210,1.54
129,29/05/21 06:00,100,95.15,9.14,105.12,29.55,210,2.06
130,29/05/21 05:00,100,94.44,8.45,102.22,29.76,220,3.09
131,29/05/21 04:00,100,94.18,8.48,104.14,29.9,230,3.09
132,29/05/21 03:00,100,93.87,8.34,102.67,30.04,220,3.09
133,29/05/21 02:00,100,93.14,8.3,103.07,30.12,220,3.09
134,29/05/21 01:00,100,92.73,8.55,103.81,30.22,210,3.09
135,29/05/21 00:00,100,92.68,8.59,104.1,30.44,240,4.63
136,28/05/21 23:00,100,91.05,8.44,103.5,30.45,240,3.6
137,28/05/21 22:00,90.91,81.17,8.86,99.21,27.77,250,3.09
138,28/05/21 21:00,100,87.22,9.68,106.7,30.74,250,3.09
139,28/05/21 20:00,100,85.08,8.81,103.23,31.05,240,4.12
140,28/05/21 19:00,100,77.18,7.78,99.07,32,260,4.63
141,28/05/21 18:00,100,70.74,7.86,97.51,33.24,250,6.17
142,28/05/21 17:00,100,68.28,7.86,98.41,33.92,270,4.63
143,28/05/21 16:00,100,64.75,7.38,96.18,34.71,270,4.63
144,28/05/21 15:00,100,65.63,7.6,97.36,34.75,260,4.63
145,28/05/21 14:00,100,60.91,6.87,94.28,31.71,280,4.12
146,28/05/21 13:00,100,65.78,7.44,96,34.96,270,6.69
147,28/05/21 12:00,100,66.8,7.29,95.93,34.59,260,6.17
148,28/05/21 11:00,100,72.25,7.84,98.84,33.99,260,6.17
149,28/05/21 10:00,100,75.95,8.18,100.42,33.27,220,3.09
150,28/05/21 09:00,100,83.34,8.04,101.19,31.91,240,4.63
151,28/05/21 08:00,100,83.63,9.18,104.82,27.73,240,4.12
152,28/05/21 07:00,100,95.13,8.74,105.62,29.83,210,4.63
153,28/05/21 06:00,100,96.48,8.09,100.99,29.45,210,4.63
154,28/05/21 05:00,100,94.68,7.59,99.6,29.7,240,5.14
155,28/05/21 04:00,100,90.16,7.08,98,30.02,240,3.09
156,28/05/21 03:00,100,91.17,7.06,97.69,29.88,230,5.66
157,28/05/21 02:00,100,91.61,6.81,96.52,29.92,240,4.12
158,28/05/21 01:00,100,86.86,6.67,95.49,30.14,240,4.12
159,28/05/21 00:00,100,85.52,7.06,97.21,30.35,220,3.6
160,27/05/21 23:00,100,85.17,7.39,97.27,30.45,230,4.63
161,27/05/21 22:00,100,84.46,7.76,98.53,30.38,230,4.63
162,27/05/21 21:00,100,82.71,7.86,98.18,30.65,240,4.63
163,27/05/21 20:00,100,80.71,9.3,101.12,30.73,240,4.63
164,27/05/21 19:00,100,77.78,7.89,98.89,31.69,240,3.6
165,27/05/21 18:00,100,73.44,7.03,94.1,32.68,240,6.69
166,27/05/21 17:00,100,68.95,6.99,93.67,33.67,250,6.17
167,27/05/21 16:00,100,65.5,6.07,90.76,34.36,250,6.17
168,27/05/21 15:00,100,64.58,6.88,93.73,35.04,250,6.17
169,27/05/21 14:00,100,66.78,6.98,93.8,33.46,240,5.14
170,27/05/21 13:00,100,67.59,7.01,93.67,34.35,250,6.69
171,27/05/21 12:00,100,71.04,7.01,93.59,33.98,260,6.69
172,27/05/21 11:00,100,75.6,7.04,95.67,33.06,240,7.72
173,27/05/21 10:00,100,90.79,8.6,100.61,27.55,240,7.72
174,27/05/21 09:00,100,92.21,8.42,98.88,29.71,240,3.09
175,27/05/21 08:00,100,79.7,7.54,97.86,30.93,240,4.63
176,27/05/21 07:00,100,84.14,7.22,98.21,30.02,250,4.12
177,27/05/21 06:00,100,82.71,6.21,94.78,29.93,240,4.63
178,27/05/21 05:00,100,83.48,6.4,95.82,29.99,240,4.63
179,27/05/21 04:00,100,84.3,7.06,99.13,29.74,230,3.6
180,27/05/21 03:00,100,81.25,6.96,98.58,30.03,270,4.63
181,27/05/21 02:00,100,82.71,7.65,103.06,29.99,250,4.63
182,27/05/21 01:00,100,82.24,7.85,104.3,29.98,240,4.63
183,27/05/21 00:00,100,80.61,8.04,104.36,30.15,240,4.63
184,26/05/21 23:00,100,78.24,7.89,103.48,30.27,240,5.14
185,26/05/21 22:00,100,78.02,8.85,105.92,30.35,250,4.63
186,26/05/21 21:00,100,76.46,8.79,102.87,30.46,250,4.63
187,26/05/21 20:00,100,74.92,8.86,102.67,30.66,250,5.66
188,26/05/21 19:00,100,70.08,7.97,99.68,31.59,250,5.66
189,26/05/21 18:00,100,63.97,8.53,98.43,33.06,250,3.6
190,26/05/21 17:00,100,60.52,7.43,93.31,34.03,260,3.6
191,26/05/21 16:00,100,58.14,7.24,92.33,34.73,260,5.14
192,26/05/21 15:00,100,56.86,6.52,88.63,34.86,270,5.66
193,26/05/21 14:00,100,58.36,6.87,90.5,34.69,270,5.66
194,26/05/21 13:00,100,59.46,6.97,91.24,34.27,270,5.66
195,26/05/21 12:00,100,60.73,7.51,92.16,34.24,250,5.14
196,26/05/21 11:00,100,63.29,6.39,90.14,33.68,270,4.12
197,26/05/21 10:00,100,70.62,6.87,91.15,32.41,270,5.14
198,26/05/21 09:00,100,77.59,6.14,90.69,31.09,280,4.63
199,26/05/21 08:00,100,86.19,7.31,95.29,29.72,240,3.09
200,26/05/21 07:00,100,91.34,7.55,96.31,28.93,240,3.09
201,26/05/21 06:00,100,90.54,6.67,94.25,28.93,280,3.09
202,26/05/21 05:00,100,89.39,6.32,92.69,26.18,270,3.09
203,26/05/21 04:00,100,88.88,5.85,91.52,29.15,270,4.12
204,26/05/21 03:00,100,88.81,6.17,93.67,29.45,250,3.6
205,26/05/21 02:00,100,91.02,7.08,96.15,29.4,250,3.6
206,26/05/21 01:00,100,88.49,6.38,94.19,29.67,250,3.6
207,26/05/21 00:00,100,89.01,6.91,95.13,29.92,270,4.12
208,25/05/21 23:00,100,89,6.82,96.04,29.95,280,4.63
209,25/05/21 22:00,100,90.15,6.78,95.6,30.08,280,5.14
210,25/05/21 21:00,100,88.85,7.29,98.37,30.23,280,3.6
211,25/05/21 20:00,100,87.49,8.03,101.48,30.49,280,3.6
212,25/05/21 19:00,100,83.68,6.59,98.32,31.17,310,5.66
213,25/05/21 18:00,100,79.46,6.29,94.6,32.14,310,3.6
214,25/05/21 17:00,100,72.25,5.6,91.34,33.17,280,5.14
215,25/05/21 16:00,100,72.6,5.41,89.33,30.86,290,3.6
216,25/05/21 15:00,100,62.67,5.24,87.63,34.85,290,3.6
217,25/05/21 14:00,100,66.46,5.99,90.76,34.4,300,5.14
218,25/05/21 13:00,100,69.58,7.34,94.95,34.29,270,7.2
219,25/05/21 12:00,100,68.7,6.94,94.31,33.94,290,5.14
220,25/05/21 11:00,100,69.99,6.95,95.46,33.53,300,4.12
221,25/05/21 10:00,100,73.77,7.26,96.09,32.83,300,4.12
222,25/05/21 09:00,100,79.76,7.96,98.08,32.1,310,2.57
223,25/05/21 08:00,100,90.26,29.8,142.78,30.16,310,1.54
224,25/05/21 07:00,100,94.99,10.43,112.35,29.27,330,2.06
225,25/05/21 06:00,90,85.86,9.08,102.41,26.24,320,1.54
226,25/05/21 05:00,100,92.56,7.05,97.19,29.35,320,1.54
227,25/05/21 04:00,100,92,6.28,91.59,29.42,300,2.57
228,25/05/21 03:00,100,92.48,6.51,91.37,29.59,300,2.57
229,25/05/21 02:00,100,95.44,6.62,92.98,31.88,300,3.09
230,25/05/21 01:00,100,96.26,6.91,94.66,31.92,300,2.57
231,25/05/21 00:00,100,96.67,6.56,91.28,29.75,300,2.57
232,24/05/21 23:00,100,95,7.17,95.26,29.81,280,4.12
233,24/05/21 22:00,100,91.58,6.77,91.93,30.02,300,3.09
234,24/05/21 21:00,100,89,6.86,94.25,30.23,290,3.6
235,24/05/21 20:00,100,86.94,7.59,96.38,30.53,290,5.66
236,24/05/21 19:00,100,80.14,6.79,93.05,31.54,290,5.66
237,24/05/21 18:00,100,73.25,6.2,89.38,32.75,290,6.69
238,24/05/21 17:00,100,68.29,4.88,84.44,33.55,290,5.14
239,24/05/21 16:00,100,66.12,4.84,84.21,34.16,280,5.66
240,24/05/21 15:00,100,64.01,4.67,83.48,34.45,290,4.12
241,24/05/21 14:00,100,62.97,5.24,84.75,34.52,290,4.12
242,24/05/21 13:00,100,64.24,5.61,86.29,34.52,300,6.17
243,24/05/21 12:00,100,65.87,6.45,90.38,34.12,310,5.66
244,24/05/21 11:00,100,62.59,7.85,94.57,34.35,310,3.09
245,24/05/21 10:00,100,67.51,9.04,97.04,33.63,300,3.09
246,24/05/21 09:00,100,77.88,9.89,102.27,32.19,300,3.09
247,24/05/21 08:00,100,86.31,12.82,117.6,30.76,20,2.57
248,24/05/21 07:00,100,95.22,10.76,109.98,29.05,-,-
249,24/05/21 06:00,100,96.32,8.52,99.48,28.92,310,2.57
250,24/05/21 05:00,100,96.65,7.12,91.85,25.92,310,2.57
251,24/05/21 04:00,100,99.71,8.71,100.73,28.75,310,2.57
252,24/05/21 03:00,100,98.3,8.84,102.22,28.9,310,2.57
253,24/05/21 02:00,100,95.67,7.73,95.49,29.26,290,3.6
254,24/05/21 01:00,100,95.28,7.23,91.36,29.57,300,3.09
255,24/05/21 00:00,100,95.19,8.02,93.66,29.61,300,2.57
256,23/05/21 23:00,100,92.62,9.15,99.64,29.74,300,2.57
257,23/05/21 22:00,100,88.7,8.22,97.16,29.97,290,4.12
258,23/05/21 21:00,100,88.16,7.17,91.26,30.05,280,4.12
259,23/05/21 20:00,100,84.03,8.16,94.18,30.57,300,4.63
260,23/05/21 19:00,100,76.52,7.03,93.52,30.76,290,4.63
261,23/05/21 18:00,100,69.85,6.9,91.76,32.99,290,4.63
262,23/05/21 17:00,100,65.51,6.51,89.52,33.79,300,6.17
263,23/05/21 16:00,100,62.95,6.52,89.85,34.41,310,5.66
264,23/05/21 15:00,100,62.25,6.36,88.37,34.73,290,6.17
265,23/05/21 14:00,100,61.89,6.3,88.14,34.41,290,5.14
266,23/05/21 13:00,100,61.86,6.85,90.52,34.58,290,5.14
267,23/05/21 12:00,100,65.48,8.5,96.78,31.02,290,5.14
268,23/05/21 11:00,100,64.22,7.79,93.34,34.44,260,3.09
269,23/05/21 10:00,100,74.34,11.4,105.42,33.72,-,-
270,23/05/21 09:00,100,96.35,16.13,118.2,30.39,120,2.57
271,23/05/21 08:00,100,100,26.04,133.9,28.91,-,-
272,23/05/21 07:00,100,100,17.56,122.92,28.57,-,-
273,23/05/21 06:00,90.91,90.91,12.12,105.37,15.7,-,-
274,23/05/21 05:00,100,97.39,10.01,102.81,29.17,260,3.6
275,23/05/21 04:00,100,95.47,10.64,104.74,29.01,210,1.54
276,23/05/21 03:00,100,91.9,10.32,104.55,29.31,240,2.57
277,23/05/21 02:00,100,93.89,11.28,109.19,29.38,240,2.57
278,23/05/21 01:00,100,92.11,11.84,110.44,29.45,230,2.57
279,23/05/21 00:00,100,86.89,11.14,108.85,29.8,230,2.57
280,22/05/21 23:00,100,83.31,10.75,106.97,30.15,230,3.09
281,22/05/21 22:00,100,82.75,10.78,106.95,30.24,250,5.14
282,22/05/21 21:00,100,84.7,11.66,109.92,30.25,250,5.14
283,22/05/21 20:00,100,83.88,10.09,105.07,30.36,250,4.12
284,22/05/21 19:00,100,79.83,9.37,103.4,31.14,270,4.63
285,22/05/21 18:00,100,72.36,9.06,100.75,32.15,280,5.14
286,22/05/21 17:00,100,74.79,10.46,103.28,32.37,260,5.14
287,22/05/21 16:00,100,70.83,9.32,101.51,33.36,260,5.14
288,22/05/21 15:00,100,69.65,9.01,101.4,33.17,270,3.6
289,22/05/21 14:00,100,59.95,8.53,99.04,34.67,280,4.63
290,22/05/21 13:00,100,56.34,8.3,97.78,35.26,270,4.63
291,22/05/21 12:00,100,58.6,8.83,100.61,34.55,240,1.03
292,22/05/21 11:00,91.67,56.15,8.54,91.66,35.09,240,1.03
293,22/05/21 10:00,100,66.03,8.8,97.11,33.37,270,1.54
294,22/05/21 09:00,100,71.67,8.35,98.24,32.17,270,2.06
295,22/05/21 08:00,100,86.27,9.79,104.46,30.08,250,2.57
296,22/05/21 07:00,100,99.31,13.17,114.12,28.64,260,2.06
297,22/05/21 06:00,100,98.95,12.33,112.33,28.85,260,2.06
298,22/05/21 05:00,100,88.8,11.3,109.23,26.32,250,3.09
299,22/05/21 04:00,100,80.31,10.37,105.13,24.43,230,3.6
300,22/05/21 03:00,100,98.49,12.01,112.07,29.25,250,3.09
301,22/05/21 02:00,100,95.35,11.47,110.7,29.41,240,3.09
302,22/05/21 01:00,100,93.23,10.9,109.06,29.54,240,3.09
303,22/05/21 00:00,100,90.33,11.08,108.92,29.63,250,4.12
304,21/05/21 23:00,100,90.7,13.05,116.27,29.61,240,3.6
305,21/05/21 22:00,100,89.32,14.93,118.35,29.62,240,2.57
306,21/05/21 21:00,100,87.36,12.36,113.91,30.03,240,3.6
307,21/05/21 20:00,100,84.28,9.48,105.53,30.35,240,3.6
308,21/05/21 19:00,100,78.02,9.84,107.31,31.36,270,3.6
309,21/05/21 18:00,100,69.4,8.26,99.63,32.6,270,5.14
310,21/05/21 17:00,100,63.97,8.27,102.58,33.61,250,6.17
311,21/05/21 16:00,100,59.12,7.91,102.26,34.29,260,4.63
312,21/05/21 15:00,100,56.83,8.89,104.87,34.97,260,4.63
313,21/05/21 14:00,100,56.04,9.27,105.16,35.09,270,3.6
314,21/05/21 13:00,100,54.81,9.26,105.65,35.32,250,5.14
315,21/05/21 12:00,100,58.91,9.69,105.13,35.12,270,4.12
316,21/05/21 11:00,100,62.81,9.11,102.19,34.18,260,3.09
317,21/05/21 10:00,100,70.74,9.87,105.85,33.12,260,3.09
318,21/05/21 09:00,100,85.96,18.83,134.96,32.15,270,2.06
319,21/05/21 08:00,100,98.96,26.4,156.92,29.62,-,-
320,21/05/21 07:00,100,99.99,39.41,196.84,27.47,-,-
321,21/05/21 06:00,100,100,33.2,172.2,27.45,-,-
322,21/05/21 05:00,100,100,20.63,142.55,27.63,-,-
323,21/05/21 04:00,100,100,34.43,169.81,27.78,-,-
324,21/05/21 03:00,100,100,15.64,134.25,28,-,-
325,21/05/21 02:00,100,99.98,15.02,131.83,28.31,-,-
326,21/05/21 01:00,100,100,15.74,142.63,28.45,-,-
327,21/05/21 00:00,100,99.98,17.7,170.86,28.57,-,-
328,20/05/21 23:00,100,96.73,11.12,121.23,29.23,220,1.54
329,20/05/21 22:00,100,93.73,11.36,112.84,29.61,230,3.09
330,20/05/21 21:00,100,91.57,10.23,110.52,29.86,240,3.09
331,20/05/21 20:00,100,89.31,7.66,105.98,30.21,250,3.6
332,20/05/21 19:00,100,80.13,6.68,110.28,31.37,250,3.6
333,20/05/21 18:00,100,73.77,8.76,123.01,32.65,240,3.09
334,20/05/21 17:00,100,67.09,8.4,129.52,34.05,250,4.63
335,20/05/21 16:00,100,66.63,9.2,130.58,34.3,240,5.14
336,20/05/21 15:00,100,64.7,8.44,129.59,34.56,280,5.14
337,20/05/21 14:00,100,63.65,8.83,132.81,34.51,240,5.14
338,20/05/21 13:00,100,63.41,9.45,133.76,34.48,240,5.14
339,20/05/21 12:00,100,74.83,9.89,127.72,33.71,230,4.12
340,20/05/21 11:00,100,77.67,13.69,133.6,33.45,220,3.09
341,20/05/21 10:00,100,85.44,19.1,136.82,32.26,150,3.09
342,20/05/21 09:00,100,96.82,20.65,126.59,30.35,100,2.06
343,20/05/21 08:00,100,100,28.26,149.22,28.22,140,2.06
344,20/05/21 07:00,100,100,27.33,140.88,26.9,140,2.06
345,20/05/21 06:00,100,100,27.88,142.57,26.78,-,-
346,20/05/21 05:00,90.91,90.91,25.57,130.36,24.61,90,2.06
347,20/05/21 04:00,100,99.99,30.78,145.06,27.2,-,-
348,20/05/21 03:00,100,100,34.38,156.47,27.31,-,-
349,20/05/21 02:00,100,99.98,46.93,188.15,27.38,-,-
350,20/05/21 01:00,100,100,56.28,202.56,27.59,-,-
351,20/05/21 00:00,100,100,18.92,123.83,27.92,-,-
352,19/05/21 23:00,100,100,22.84,138.55,28.04,-,-
353,19/05/21 22:00,100,100,14.51,105.75,28.51,180,1.54
354,19/05/21 21:00,100,100,24.46,119.23,28.73,180,1.54
355,19/05/21 20:00,100,99.58,21.94,112.38,29.25,220,3.6
356,19/05/21 19:00,100,90.39,7.09,90.41,30.74,220,4.63
357,19/05/21 18:00,100,71.48,7.7,104.03,33.23,230,4.12
358,19/05/21 17:00,100,73.77,7.07,93.69,33.43,240,3.6
359,19/05/21 16:00,100,88.62,11.46,95.5,31.5,240,3.6
360,19/05/21 15:00,100,90.2,9.35,93.28,31.81,210,5.14
361,19/05/21 14:00,100,98.48,10.63,101.3,30.64,170,3.6
362,19/05/21 13:00,100,99.11,8.03,93.8,29.87,-,-
363,19/05/21 12:00,90.91,90.79,15.29,102.47,26.23,-,-
364,19/05/21 11:00,100,100,14.06,102.51,26.74,200,2.57
365,19/05/21 10:00,100,100,13.48,110.39,26.22,200,2.57
366,19/05/21 09:00,90.91,99.65,7.78,86.58,23.77,270,4.12
367,19/05/21 08:00,100,98.92,8.84,92.8,27.86,200,4.12
368,19/05/21 07:00,100,100,7.74,91,28.22,170,5.14
369,19/05/21 06:00,91.67,91.67,8.11,88.28,25.9,170,5.66
370,19/05/21 05:00,100,99.99,8.58,93.14,28.12,180,6.17
371,19/05/21 04:00,100,99.98,8.73,92.98,28.08,180,6.17
372,19/05/21 03:00,100,100,8.79,94.51,28.02,170,5.14
373,19/05/21 02:00,100,100,8.51,95.58,28.15,170,5.14
374,19/05/21 01:00,90.91,90.91,11.95,104.18,25.63,170,6.17
375,19/05/21 00:00,100,100,14.07,119.08,28.59,180,5.14
376,18/05/21 23:00,100,100,13.53,120.45,29.11,190,5.14
377,18/05/21 22:00,100,100,12.91,115.76,29,180,6.17
378,18/05/21 21:00,100,100,11.27,111.53,29.47,180,6.17
379,18/05/21 20:00,100,100,12.25,116.3,29.73,190,4.12
380,18/05/21 19:00,100,100,10.12,109.06,29.95,190,5.14
381,18/05/21 18:00,100,99.98,9.64,107.92,30.67,180,5.14
382,18/05/21 17:00,100,100,8.6,103.68,31.05,190,4.63
383,18/05/21 16:00,100,97.61,8.03,101.14,31.36,200,5.14
384,18/05/21 15:00,100,96.98,8.85,104.31,31.78,200,5.14
385,18/05/21 14:00,100,99.11,9.11,104.9,31.47,160,4.12
386,18/05/21 13:00,100,100,9.25,105.58,29.91,190,8.23
387,18/05/21 12:00,100,100,10.05,108.94,30.01,180,6.17
388,18/05/21 11:00,100,99.81,9.19,103.82,29.75,180,6.17
389,18/05/21 10:00,100,99.99,8.36,100.96,29.58,170,8.23
390,18/05/21 09:00,100,99.98,8.45,101.29,29.49,170,8.23
391,18/05/21 08:00,100,99.98,9.66,107.75,28.27,170,10.29
