,To Date, HAQI,Battery (%),R. Humidity (%),PM2.5,PM10,Rain (mm),Temperature,Wind Direction (degree),Wind Speed (m/s)
1,03/06/21 14:00, 80,100,41.96,47.51,53.9,0,39.72,237,6.99
2,03/06/21 13:00, 83,100,42.86,49.54,56.51,0,38.94,230,7.33
3,03/06/21 12:00, 81,100,44.28,48.63,56.3,0,40.02,216,2.85
4,03/06/21 11:00, 84,100,43.91,50.39,58.49,0,40.16,204,1.98
5,03/06/21 10:00, 80,100,47.67,47.48,54.24,0,38.81,173,1.2
6,03/06/21 09:00, 81,100,71.6,48.29,56.17,0,33.15,136,1.33
7,03/06/21 08:00, 83,100,91.91,49.88,59.89,0,29.16,136,1.33
8,03/06/21 07:00, 83,100,98.97,49.72,57.89,0,28.1,112,1.35
9,03/06/21 06:00, 92,100,100,55.29,66,0,27.73,192,0.74
10,03/06/21 05:00, 91,100,100,54.5,65.23,0,27.54,102,1.13
11,03/06/21 04:00, 87,100,100,51.86,62.8,0,27.88,101,1.51
12,03/06/21 03:00, 84,100,97.47,50.5,60.24,0,28.49,89,1.56
13,03/06/21 02:00, 83,100,88.06,49.61,58.96,0,28.88,119,1.18
14,03/06/21 01:00, 92,100,89.82,54.89,66.32,0,28.79,119,1.18
15,03/06/21 00:00, 89,100,89.38,53.41,66.02,0,28.82,182,1.06
16,02/06/21 23:00, 97,100,86.49,58,75.22,0,29.28,24,3.45
17,02/06/21 22:00, 84,100,81.74,50.44,62.84,0,29.34,58,1.19
18,02/06/21 21:00, 79,100,82.66,47.23,56.67,0,29.57,274,1.38
19,02/06/21 20:00, 76,100,75.28,45.22,53.83,0,30.94,276,1.92
20,02/06/21 19:00, 75,100,68.33,44.5,52.3,0,33.09,268,3.35
21,02/06/21 18:00, 73,100,62.81,43.5,49.37,0,35.86,268,3.35
22,02/06/21 17:00, 72,100,62.26,42.89,47.61,0,36.28,246,4.15
23,02/06/21 16:00, 72,100,66.22,42.8,48.12,0,35.64,247,4.99
24,02/06/21 15:00, 75,100,71.26,45,51.04,0,34.41,261,3.96
25,02/06/21 14:00, 79,100,63.99,47.37,55.25,0,36.32,251,3.79
26,02/06/21 13:00, 79,100,71.55,46.98,54.46,0,35.03,242,3.05
27,02/06/21 12:00, 80,100,80.81,47.91,57.23,0,33.64,231,2.8
28,02/06/21 11:00, 84,100,81.8,50.1,61.41,0,33.31,231,2.8
29,02/06/21 10:00, 99,100,84.3,59.13,77.95,0,32.63,213,2.47
30,02/06/21 09:00, 118,100,92.16,65.01,83.5,0,31.9,205,2.1
31,02/06/21 08:00, 131,100,100,69.2,97.31,0,29.06,210,1.04
32,02/06/21 07:00, 170,100,100,80.92,132.15,0,27.21,205,0.83
33,02/06/21 06:00, 178,100,100,83.38,143.54,0,26.95,144,0.63
34,02/06/21 05:00, 205,100,100,91.28,153.07,0,26.82,110,0.63
35,02/06/21 04:00, 182,100,100,84.57,144.45,0,26.73,110,0.63
36,02/06/21 03:00, 190,100,100,86.98,146.29,0,26.69,158,0.94
37,02/06/21 02:00, 197,100,100,89,147.29,0,26.54,188,1.25
38,02/06/21 01:00, 151,100,100,75.02,111.34,0,26.57,218,2.05
39,02/06/21 00:00, 139,100,100,71.38,103.84,0,26.53,230,2.54
40,01/06/21 23:00, 133,100,100,69.7,95.25,0,26.5,228,2.58
41,01/06/21 22:00, 107,100,100,61.69,75.49,0,26.87,235,2.83
42,01/06/21 21:00, 78,100,100,46.27,51.41,0,27.18,235,2.83
43,01/06/21 20:00, 73,100,94.88,43.68,51.04,0,28.79,248,3.37
44,01/06/21 19:00, 75,100,99.39,44.98,57.18,0,30.67,245,4.04
45,01/06/21 18:00, 74,100,80.65,44.36,55.08,0,33.1,239,5.31
46,01/06/21 17:00, 73,100,60.47,43.64,52.15,0,36.11,238,5.01
47,01/06/21 16:00, 73,100,59.7,43.48,51.75,0,35.53,239,4.57
48,01/06/21 15:00, 74,100,54.99,44.25,52.22,0,37.78,242,4.4
49,01/06/21 14:00, 74,100,49.28,43.99,51.83,0,38.7,242,4.4
50,01/06/21 13:00, 74,100,48.23,44.15,52.25,0,38.95,245,4.28
51,01/06/21 12:00, 76,100,49.27,45.36,55.13,0,38.63,245,3.16
52,01/06/21 11:00, 76,100,55.01,45.38,56.53,0,37.77,231,2.97
53,01/06/21 10:00, 77,100,68.81,45.88,57.78,0,35.39,190,1.86
54,01/06/21 09:00, 79,100,86.65,47.28,60.54,0,31.81,172,1.85
55,01/06/21 08:00, 92,100,96.15,55.22,75.58,0,30.43,170,1.76
56,01/06/21 07:00, 84,100,100,50.51,65.82,0,29.48,162,1.53
57,01/06/21 06:00, 83,100,100,49.81,65.26,0,29.33,162,1.53
58,01/06/21 05:00, 83,100,100,49.33,64.74,0,29.37,164,1.3
59,01/06/21 04:00, 82,100,100,48.75,64.07,0,29.34,153,0.86
60,01/06/21 03:00, 83,100,100,49.34,65.8,0,29.41,181,1.75
61,01/06/21 02:00, 83,100,99.78,49.71,66.63,0,29.61,177,1.92
62,01/06/21 01:00, 87,100,99.73,51.93,72.56,0,29.68,198,2.02
63,01/06/21 00:00, 97,100,98.67,58.02,84.95,0,29.95,204,2.31
64,31/05/21 23:00, 91,100,95.12,54.4,77.42,0,30.17,204,2.31
65,31/05/21 22:00, 91,100,94.04,54.48,76.31,0,30.35,164,1.87
66,31/05/21 21:00, 89,100,91.94,53.28,74.92,0,30.54,146,2.69
67,31/05/21 20:00, 87,100,92.22,52.19,73.84,0,30.7,183,3.01
68,31/05/21 19:00, 82,100,91.9,48.97,67.88,0,31.32,186,3.47
69,31/05/21 18:00, 83,100,88.69,49.58,71.3,0,32.05,228,2.28
70,31/05/21 17:00, 83,100,97.81,49.87,72.13,0,30.72,255,5.42
71,31/05/21 16:00, 79,100,86.73,46.87,59.99,0,30.68,255,5.42
72,31/05/21 15:00, 79,100,76.88,46.9,62.66,0,33.22,253,5.58
73,31/05/21 14:00, 76,100,64.82,45.11,55.27,0,35.23,253,6.99
74,31/05/21 13:00, 75,100,68.63,44.57,52.51,0,34.11,245,5.37
75,31/05/21 12:00, 76,100,61.06,45.07,56.31,0,36.8,238,4.69
76,31/05/21 11:00, 79,100,66.53,46.87,63.27,0,35.76,226,3.58
77,31/05/21 10:00, 85,100,84.46,51.04,71.4,0,32.48,213,3.65
78,31/05/21 09:00, 87,100,87.84,52.11,71.32,0,31.74,213,3.65
79,31/05/21 08:00, 159,100,98.19,77.51,112.6,0,29.25,201,3.1
80,31/05/21 07:00, 135,100,100,70.36,96.61,0,27.39,194,2.61
81,31/05/21 06:00, 108,100,100,62.06,78.51,0,27.27,194,2.01
82,31/05/21 05:00, 99,100,100,59.35,73.87,0,27.61,209,1.86
83,31/05/21 04:00, 162,100,100,78.57,117.87,0,27.16,217,1.78
84,31/05/21 03:00, 134,100,100,69.94,95.25,0,27.32,217,2.59
85,31/05/21 02:00, 118,100,99.5,65.24,82.94,0,27.82,217,2.59
86,31/05/21 01:00, 120,100,99.91,65.67,86.57,0,28.09,225,2.96
87,31/05/21 00:00, 98,100,100,59.01,74.03,0,27.7,221,3.52
88,30/05/21 23:00, 86,100,100,51.59,61.73,0,27.48,234,2.09
89,30/05/21 22:00, 82,100,97.66,49.25,58.66,0,27.75,246,3.15
90,30/05/21 21:00, 81,100,74.2,48.28,67.51,0,32.04,235,3.89
91,30/05/21 20:00, 79,100,70.91,46.98,64.99,0,32.68,257,3.66
92,30/05/21 19:00, 79,100,66.42,46.98,65.34,0,33.89,257,3.66
93,30/05/21 18:00, 79,100,59.11,47.08,63.56,0,35.68,255,3.89
94,30/05/21 17:00, 81,100,55.76,48.13,65.23,0,36.48,236,5.72
95,30/05/21 16:00, 78,100,51.06,46.68,62.33,0,37.69,255,6.65
96,30/05/21 15:00, 78,100,49.85,46.71,62.4,0,38.21,255,6.67
97,30/05/21 14:00, 80,100,46.98,47.62,64.47,0,39.28,253,6.62
98,30/05/21 13:00, 85,100,54.24,50.58,70.66,0,38.06,248,6.07
99,30/05/21 12:00, 83,100,55.19,49.4,67.32,0,37.78,248,6.07
100,30/05/21 11:00, 92,100,50.39,55.16,76.28,0,38.34,250,5.05
101,30/05/21 10:00, 135,100,60.32,70.34,104.82,0,36.29,242,4.08
102,30/05/21 09:00, 123,100,71.16,66.78,98.34,0,33.6,210,2.05
103,30/05/21 08:00, 106,100,87.15,61.51,87.82,0,30.58,219,1.32
104,30/05/21 07:00, 95,100,100,57.12,83.33,0,29.17,210,1.31
105,30/05/21 06:00, 95,100,99.31,57.19,81.67,0,28.69,218,2.92
106,30/05/21 05:00, 91,100,92.12,54.42,72.63,0,28.93,218,2.92
107,30/05/21 04:00, 88,100,88.98,52.48,71.07,0,29.39,221,3.27
108,30/05/21 03:00, 88,100,83.17,52.55,73,0,29.99,217,2.92
109,30/05/21 02:00, 82,100,76.16,48.75,65.91,0,30.81,183,2.1
110,30/05/21 01:00, 80,100,90.49,47.86,69.7,0,31.3,198,2.65
111,30/05/21 00:00, 80,100,88.12,47.96,70.59,0,31.46,187,1.89
112,29/05/21 23:00, 81,100,82.27,48.47,70.04,0,31.69,166,2.15
113,29/05/21 22:00, 82,100,82.28,49.28,73.19,0,31.85,166,2.15
114,29/05/21 21:00, 82,100,81.28,48.95,71.44,0,31.98,204,3.06
115,29/05/21 20:00, 80,100,76.68,47.67,68.58,0,32.45,210,3.13
116,29/05/21 19:00, 76,100,68.39,45.02,58.17,0,33.58,255,3.6
117,29/05/21 18:00, 75,100,59.24,44.44,56.66,0,35.22,253,4.77
118,29/05/21 17:00, 75,100,53.22,44.43,58.45,0,37.19,246,4.8
119,29/05/21 16:00, 75,100,50.69,44.43,57.64,0,37.45,249,4.87
120,29/05/21 15:00, 74,100,49.44,44.37,57.83,0,38.2,249,4.87
121,29/05/21 14:00, 74,100,48.63,44.37,56.93,0,38.28,247,4.85
122,29/05/21 13:00, 75,100,45.91,44.66,57.88,0,38.81,242,4.47
123,29/05/21 12:00, 77,100,52.4,45.73,60.9,0,38.09,238,4.41
124,29/05/21 11:00, 82,100,59.18,48.91,74.17,0,36.8,229,3.86
125,29/05/21 10:00, 82,100,66.81,48.9,69.97,0,35.17,218,3.33
126,29/05/21 09:00, 81,100,78.81,48.64,71.15,0,33.41,204,3.5
127,29/05/21 08:00, 86,100,92.68,51.4,78.44,0,31.83,204,3.5
128,29/05/21 07:00, 83,100,100,49.34,74.82,0,30.07,191,2.91
129,29/05/21 06:00, 81,100,100,48.29,71.56,0,30.15,179,2.55
130,29/05/21 05:00, 84,100,100,50.39,72.8,0,30.26,197,1.88
131,29/05/21 04:00, 83,100,99.99,49.31,70.62,0,30.37,203,2.17
132,29/05/21 03:00, 80,100,97.97,47.69,69.12,0,30.47,201,2.44
133,29/05/21 02:00, 78,100,96.45,46.42,68.6,0,30.67,202,2.19
134,29/05/21 01:00, 77,100,94.64,45.86,67.37,0,30.96,202,2.19
135,29/05/21 00:00, 78,100,91.71,46.41,67.59,0,31.08,195,2.92
136,28/05/21 23:00, 78,100,90.41,46.52,68.34,0,31.17,205,2.69
137,28/05/21 22:00, 78,100,88.94,46.5,67.27,0,31.34,240,3.02
138,28/05/21 21:00, 77,100,86.23,46.09,66.44,0,31.54,252,3.15
139,28/05/21 20:00, 77,100,82.06,46.05,66.56,0,31.9,255,3.69
140,28/05/21 19:00, 77,100,66.89,45.77,69.75,0,33.7,259,4.26
141,28/05/21 18:00, 86,100,60.19,46.92,85.72,0,35.29,259,4.26
142,28/05/21 17:00, 76,100,55.08,45.2,66.6,0,36.37,252,4.5
143,28/05/21 16:00, 75,100,50.25,44.54,60.66,0,37.55,257,5.09
144,28/05/21 15:00, 75,100,49.83,44.83,60.43,0,38.28,254,5.83
145,28/05/21 14:00, 75,100,48.31,44.72,59.39,0,38.31,253,5.83
146,28/05/21 13:00, 75,100,48.25,44.76,60.24,0,38.59,253,5.58
147,28/05/21 12:00, 76,100,52.85,45.1,61.62,0,37.9,254,5.69
148,28/05/21 11:00, 76,100,55.08,45.09,61.86,0,37.65,254,5.69
149,28/05/21 10:00, 77,100,65,45.91,64.72,0,36.14,250,5.27
150,28/05/21 09:00, 79,100,82,47.22,68.81,0,33.57,247,5.09
151,28/05/21 08:00, 78,100,99.92,46.43,69.25,0,30.49,216,3.02
152,28/05/21 07:00, 79,100,100,46.97,70.08,0,29.45,218,2.7
153,28/05/21 06:00, 78,100,100,46.59,67.81,0,28.99,211,2.87
154,28/05/21 05:00, 76,100,98.97,45.28,63,0,29.1,226,3.37
155,28/05/21 04:00, 75,100,97.16,44.92,62.94,0,30.25,226,3.37
156,28/05/21 03:00, 76,100,93.27,45.28,64.32,0,30.37,231,3.06
157,28/05/21 02:00, 74,100,92.7,44.3,61.51,0,30.6,233,3.55
158,28/05/21 01:00, 75,100,89.75,44.51,62.29,0,30.72,237,4.1
159,28/05/21 00:00, 75,100,88.7,44.82,63.16,0,30.83,232,4.34
160,27/05/21 23:00, 76,100,87.53,45.54,64.86,0,30.76,227,3.48
161,27/05/21 22:00, 77,100,84.25,45.77,65.16,0,31.05,241,4.56
162,27/05/21 21:00, 78,100,82.88,46.29,66.15,0,31.21,241,4.56
163,27/05/21 20:00, 77,100,78.74,45.78,64.75,0,31.58,240,4.76
164,27/05/21 19:00, 76,100,71.96,45.49,63.57,0,32.58,242,4.83
165,27/05/21 18:00, 76,100,59.03,45.04,65.27,0,35.04,245,5.52
166,27/05/21 17:00, 76,100,53.41,45.4,69.72,0,36.49,245,5.64
167,27/05/21 16:00, 77,100,50.89,45.98,76.04,0,37.33,249,5.71
168,27/05/21 15:00, 76,100,53.41,45.15,63.22,0,37.2,246,6.02
169,27/05/21 14:00, 75,100,54,44.82,60.25,0,37.37,246,6.02
170,27/05/21 13:00, 76,100,57.44,45.13,62.2,0,36.5,249,5.87
171,27/05/21 12:00, 76,100,59.31,45.4,63.54,0,36.2,252,5.36
172,27/05/21 11:00, 77,100,76.12,45.74,65.14,0,33.63,252,6.18
173,27/05/21 10:00, 78,100,84,46.69,65.97,0,32.35,250,4.89
174,27/05/21 09:00, 77,100,77.61,46.04,63.39,0,32.95,250,4.47
175,27/05/21 08:00, 77,100,90.5,45.79,65.64,0,30.96,248,3.95
176,27/05/21 07:00, 77,100,97.69,46.05,66.02,0,29.62,254,4.8
177,27/05/21 06:00, 77,100,99.89,46.15,65.51,0,29.25,254,4.8
178,27/05/21 05:00, 79,100,99.07,47.12,67.75,0,29.42,247,4.62
179,27/05/21 04:00, 78,100,100,46.75,67.8,0,28.98,242,4.7
180,27/05/21 03:00, 79,100,97.2,47.27,69.33,0,29.41,246,4.29
181,27/05/21 02:00, 77,100,84.64,46.09,66.49,0,30.5,243,4.28
182,27/05/21 01:00, 77,100,82.04,46.03,66.75,0,30.67,235,3.87
183,27/05/21 00:00, 77,100,81.25,46.1,66.77,0,30.63,242,4.79
184,26/05/21 23:00, 78,100,79.86,46.7,67.61,0,30.75,242,4.79
185,26/05/21 22:00, 78,100,77.84,46.84,67.06,0,30.93,241,4.86
186,26/05/21 21:00, 80,100,75.93,47.47,67.83,0,31.13,245,5.04
187,26/05/21 20:00, 78,100,72.33,46.82,65.85,0,31.45,255,4.75
188,26/05/21 19:00, 79,100,62.83,46.85,64.58,0,32.98,259,5.09
189,26/05/21 18:00, 78,100,53.49,46.81,65.16,0,35.06,263,5.41
190,26/05/21 17:00, 79,100,46.16,46.94,64.51,0,36.94,267,5.78
191,26/05/21 16:00, 77,100,39.31,45.85,62.5,0,38.15,261,5.87
192,26/05/21 15:00, 76,100,38.67,45.6,61.37,0,38.32,261,5.87
193,26/05/21 14:00, 77,100,41.2,46.06,60.58,0,38.55,255,6.05
194,26/05/21 13:00, 78,100,43.55,46.72,66.14,0,38.39,251,5.43
195,26/05/21 12:00, 79,100,44.92,47.4,73.78,0,38.02,257,5.36
196,26/05/21 11:00, 80,100,48.05,47.48,76.09,0,37.68,266,4.29
197,26/05/21 10:00, 78,100,54.36,46.73,67.32,0,36.55,268,3.66
198,26/05/21 09:00, 79,100,74.83,47.11,64.09,0,32.98,268,3.2
199,26/05/21 08:00, 83,100,92.36,49.53,69.75,0,30.21,258,3.21
200,26/05/21 07:00, 86,100,100,51.44,74.25,0,28.93,258,3.21
201,26/05/21 06:00, 81,100,99.41,48.41,66.91,0,29.09,265,3.63
202,26/05/21 05:00, 78,100,98.48,46.75,64.42,0,29.47,284,3.51
203,26/05/21 04:00, 77,100,96.52,46.09,63.65,0,29.68,276,3.11
204,26/05/21 03:00, 78,100,99.16,46.82,65.49,0,29.66,270,2.88
205,26/05/21 02:00, 78,100,98.51,46.68,64.27,0,29.77,268,2.87
206,26/05/21 01:00, 78,100,96.33,46.69,65.03,0,30.04,268,3.72
207,26/05/21 00:00, 79,100,96.22,47.41,66.63,0,30.07,268,3.72
208,25/05/21 23:00, 80,100,92.55,48,68.95,0,30.47,260,4.06
209,25/05/21 22:00, 80,100,92.15,47.73,68.85,0,30.53,260,4.01
210,25/05/21 21:00, 80,100,90.8,47.8,70.09,0,30.75,271,3.84
211,25/05/21 20:00, 79,100,87.69,47.36,69.47,0,31.22,278,4.11
212,25/05/21 19:00, 79,100,76.49,47.05,69.94,0,32.62,277,5.47
213,25/05/21 18:00, 79,100,62.53,46.88,67.69,0,35.19,273,5.33
214,25/05/21 17:00, 78,100,59.46,46.71,69.59,0,35.87,273,5.33
215,25/05/21 16:00, 78,100,56.02,46.41,67.13,0,36.66,272,5.26
216,25/05/21 15:00, 78,100,55.87,46.41,65.74,0,37.05,276,5.17
217,25/05/21 14:00, 79,100,56.34,46.92,66.84,0,37.4,283,5.57
218,25/05/21 13:00, 80,100,56.77,47.69,70.11,0,37.53,284,4.75
219,25/05/21 12:00, 81,100,55.13,48.54,76.44,0,37.72,293,3.47
220,25/05/21 11:00, 81,100,58.63,48.64,74.72,0,36.7,300,3.25
221,25/05/21 10:00, 81,100,63.14,48.57,70.11,0,35.73,300,3.25
222,25/05/21 09:00, 82,100,76.01,49.26,73.13,0,33.84,310,3.57
223,25/05/21 08:00, 93,100,98.5,55.63,83.56,0,29.9,322,3.69
224,25/05/21 07:00, 91,100,100,54.52,79.15,0,28.23,322,1.78
225,25/05/21 06:00, 86,100,100,51.7,75.66,0,28.59,330,1.83
226,25/05/21 05:00, 83,100,100,49.75,72.26,0,29,330,1.63
227,25/05/21 04:00, 82,100,100,48.83,70.41,0,29.44,311,1.29
228,25/05/21 03:00, 82,100,100,48.92,70.16,0,29.63,298,2.36
229,25/05/21 02:00, 84,100,100,50.24,71.65,0,30.01,298,2.36
230,25/05/21 01:00, 84,100,100,50.17,72.39,0,30.09,291,3.28
231,25/05/21 00:00, 84,100,100,50.49,73.48,0,30.11,292,3.4
232,24/05/21 23:00, 85,100,98.42,50.79,74.44,0,30.21,292,2.21
233,24/05/21 22:00, 84,100,91.05,49.91,72.18,0,30.58,295,2.23
234,24/05/21 21:00, 84,100,83.33,50.02,72.7,0,31.02,276,2.66
235,24/05/21 20:00, 81,100,72.2,48.42,69.36,0,31.87,288,4.58
236,24/05/21 19:00, 81,100,60.22,48.15,67.52,0,33.76,288,4.58
237,24/05/21 18:00, 80,100,53.21,47.53,65.06,0,35.42,290,6.28
238,24/05/21 17:00, 79,100,46.68,46.9,63.96,0,37.23,292,6.61
239,24/05/21 16:00, 77,100,44.07,46.22,62.51,0,37.76,296,5.25
240,24/05/21 15:00, 79,100,47.29,47.02,63.84,0,37.77,301,5.02
241,24/05/21 14:00, 79,100,47.04,47.09,64.29,0,38.1,305,3.98
242,24/05/21 13:00, 79,100,43.31,47.41,63.63,0,39.47,284,4.36
243,24/05/21 12:00, 81,100,45.19,48.24,64.75,0,38.99,284,4.36
244,24/05/21 11:00, 86,100,40.63,51.7,70.96,0,41.44,280,3.76
245,24/05/21 10:00, 98,100,51,59.08,82.72,0,38.69,302,2.89
246,24/05/21 09:00, 102,100,68.84,60.2,84.88,0,35.27,335,2.05
247,24/05/21 08:00, 99,100,96.5,59.17,82.62,0,30.48,352,1.48
248,24/05/21 07:00, 110,100,100,62.77,89.82,0,28.33,3,1.47
249,24/05/21 06:00, 104,100,100,61.04,87.25,0,28.07,337,2.38
250,24/05/21 05:00, 98,100,100,58.47,78.57,0,28.08,337,2.38
251,24/05/21 04:00, 113,100,100,63.77,90.21,0,28.46,317,2.87
252,24/05/21 03:00, 107,100,100,61.75,89.91,0,28.73,308,2.73
253,24/05/21 02:00, 100,100,100,59.91,89.18,0,29.43,305,1.77
254,24/05/21 01:00, 90,100,100,54.15,76.07,0,29.33,303,2.09
255,24/05/21 00:00, 88,100,96.46,52.73,74.38,0,30.07,297,1.59
256,23/05/21 23:00, 89,100,94.18,53.13,75.49,0,30.3,300,3.16
257,23/05/21 22:00, 97,100,92.09,57.96,83.78,0,30.49,300,3.16
258,23/05/21 21:00, 88,100,85.64,52.96,75.26,0,30.95,282,3.38
259,23/05/21 20:00, 86,100,75,51.58,73.49,0,31.87,282,2.83
260,23/05/21 19:00, 82,100,59.19,48.73,66.81,0,33.87,290,4.02
261,23/05/21 18:00, 81,100,51.97,48.22,65.79,0,35.74,286,5.12
262,23/05/21 17:00, 80,100,46.89,48.01,64.5,0,37.35,282,5.49
263,23/05/21 16:00, 80,100,44.02,47.71,64.01,0,38.06,282,5.93
264,23/05/21 15:00, 80,100,41.8,47.67,63.14,0,38.72,282,5.93
265,23/05/21 14:00, 82,100,48.09,48.9,65.69,0,38.03,270,5.19
266,23/05/21 13:00, 87,100,48.94,51.76,69.23,0,38.35,270,5.22
267,23/05/21 12:00, 84,100,43.59,50.34,65.74,0,39.58,272,2.68
268,23/05/21 11:00, 84,100,49.87,50.35,66.87,0,37.79,287,1.65
269,23/05/21 10:00, 93,100,59.52,55.56,73.66,0,36.43,348,1.16
270,23/05/21 09:00, 100,100,81.4,59.83,80.58,0,32.56,344,0.89
271,23/05/21 08:00, 160,100,97.86,77.8,110.95,0,30.65,344,0.89
272,23/05/21 07:00, 131,100,100,68.96,94.35,0,29.03,260,0.23
273,23/05/21 06:00, 117,100,100,64.83,90.9,0,29.18,262,0.55
274,23/05/21 05:00, 100,100,99.99,59.8,83.68,0,29.66,253,1.04
275,23/05/21 04:00, 99,100,97.9,59.1,82.49,0,29.77,235,2.09
276,23/05/21 03:00, 95,100,98.03,56.76,79.41,0,29.92,242,1.7
277,23/05/21 02:00, 95,100,95.7,56.77,79.69,0,30.14,217,1.78
278,23/05/21 01:00, 94,100,89.07,56.05,79.66,0,30.23,217,1.78
279,23/05/21 00:00, 95,100,87.54,56.89,81.37,0,30.39,195,1.98
280,22/05/21 23:00, 94,100,86.79,56.42,81.42,0,30.65,229,1.94
281,22/05/21 22:00, 95,100,88.67,57.17,82.08,0,30.84,227,2.49
282,22/05/21 21:00, 96,100,87.45,57.75,83.74,0,30.82,240,2.44
283,22/05/21 20:00, 92,100,83.31,54.9,77.95,0,31.21,249,2.51
284,22/05/21 19:00, 90,100,73.63,53.75,74.99,0,32.45,250,4.08
285,22/05/21 18:00, 87,100,64.18,52.01,70.5,0,33.9,250,4.08
286,22/05/21 17:00, 88,100,63.56,52.84,71.79,0,34.77,254,5.45
287,22/05/21 16:00, 86,100,53.02,51.48,69.67,0,37.08,257,4.84
288,22/05/21 15:00, 87,100,45.33,51.95,68.69,0,38.74,254,4.61
289,22/05/21 14:00, 89,100,47,53.27,71.92,0,38.99,249,4.1
290,22/05/21 13:00, 89,100,42.8,53.42,71.95,0,39.7,249,3.39
291,22/05/21 12:00, 91,100,40.22,54.66,74.15,0,39.77,249,3.92
292,22/05/21 11:00, 91,100,42.56,54.2,74,0,39.27,249,3.92
293,22/05/21 10:00, 90,100,57.67,53.74,74.14,0,36.13,251,2.16
294,22/05/21 09:00, 93,100,73.58,55.8,79.15,0,33.98,228,1.76
295,22/05/21 08:00, 135,100,98.28,70.19,97.75,0,30.03,223,1.41
296,22/05/21 07:00, 170,100,100,80.8,110.32,0,28.38,233,1.81
297,22/05/21 06:00, 189,100,100,86.64,118.7,0,28.39,233,1.81
298,22/05/21 05:00, 303,100,100,123.13,183.13,0,28.82,235,2.45
299,22/05/21 04:00, 233,100,100,99.73,146.51,0,28.76,239,2.63
300,22/05/21 03:00, 155,100,100,76.29,110.36,0,28.84,240,2.94
301,22/05/21 02:00, 117,100,100,64.96,96.62,0,28.87,247,3.56
302,22/05/21 01:00, 105,100,100,61.31,89.58,0,29.11,247,3.56
303,22/05/21 00:00, 96,100,98.15,57.71,82.41,0,29.6,242,2.74
304,21/05/21 23:00, 98,100,94.64,58.9,86.91,0,29.99,242,2.56
305,21/05/21 22:00, 99,100,90.65,59.14,87.59,0,30.23,254,2.88
306,21/05/21 21:00, 99,100,87.14,59.28,85.88,0,30.45,257,3.61
307,21/05/21 20:00, 91,100,80.62,54.37,79.69,0,31.13,257,3.61
308,21/05/21 19:00, 88,100,66.25,52.44,76.01,0,32.86,259,4.78
309,21/05/21 18:00, 85,100,55.36,50.94,72.73,0,34.64,266,4.67
310,21/05/21 17:00, 82,100,46.11,49.25,70.23,0,36.68,264,4.66
311,21/05/21 16:00, 82,100,41.01,48.81,69.91,0,37.91,264,4.66
312,21/05/21 15:00, 84,100,41.75,50.36,71.11,0,38.7,264,5.07
313,21/05/21 14:00, 89,100,45.34,53.39,75.64,0,38.7,260,4.4
314,21/05/21 13:00, 92,100,46.51,55.27,76.02,0,38.6,256,3.33
315,21/05/21 12:00, 94,100,48.31,56.54,77.84,0,38.37,241,3.5
316,21/05/21 11:00, 111,100,56.8,63,86.05,0,36.66,241,3.5
317,21/05/21 10:00, 93,100,59.09,55.9,77.6,0,36.66,247,1.84
318,21/05/21 09:00, 133,100,85.3,69.6,96.89,0,32.69,250,1.44
319,21/05/21 08:00, 133,100,98.52,69.69,98.44,0,29.75,241,1.07
320,21/05/21 07:00, 130,100,100,68.7,93.72,0,27.34,258,1.35
321,21/05/21 06:00, 135,100,100,70.25,91.64,0,27.06,258,1.35
322,21/05/21 05:00, 130,100,100,68.85,93.11,0,27.55,259,1.2
323,21/05/21 04:00, 115,100,100,64.28,91.68,0,28.16,255,1.5
324,21/05/21 03:00, 94,100,100,56.49,82.37,0,28.77,243,1.73
325,21/05/21 02:00, 95,100,100,56.83,83.91,0,28.98,252,2.43
326,21/05/21 01:00, 98,100,100,58.65,87.65,0,28.91,252,2.43
327,21/05/21 00:00, 90,100,100,53.73,76.41,0,29.35,240,2.48
328,20/05/21 23:00, 89,100,99.92,53.25,76.63,0,29.7,244,2.46
329,20/05/21 22:00, 91,100,98.13,54.46,79.19,0,30,244,2.33
330,20/05/21 21:00, 90,100,93.24,53.76,79.85,0,30.36,246,3.08
331,20/05/21 20:00, 84,100,84.28,50.16,75.17,0,30.93,246,3.08
332,20/05/21 19:00, 81,100,71.79,48.66,74.82,0,32.67,256,3.85
333,20/05/21 18:00, 81,100,61.57,48.16,77.9,0,34.87,263,4.54
334,20/05/21 17:00, 82,100,57,48.38,82.02,0,35.88,262,4.83
335,20/05/21 16:00, 89,100,50.72,48.71,88.35,0,37.33,253,4.92
336,20/05/21 15:00, 89,100,47.27,49.12,88.59,0,38.08,252,4.69
337,20/05/21 14:00, 83,100,51.15,49.42,81.48,0,38,242,4.48
338,20/05/21 13:00, 85,100,51.44,50.92,85.19,0,37.96,242,4.48
339,20/05/21 12:00, 94,100,53.66,56.57,92.12,0,37.27,240,4.4
340,20/05/21 11:00, 96,100,56.15,55.82,95.56,0,36.81,215,2.74
341,20/05/21 10:00, 88,100,66.72,52.82,83.14,0,35.59,197,2.76
342,20/05/21 09:00, 91,100,83.26,54.37,77.29,0,32.65,189,2.58
343,20/05/21 08:00, 110,100,99.7,62.8,84.38,0,28.66,177,3.09
344,20/05/21 07:00, 123,100,100,66.74,89.17,0,26.79,177,3.09
