,To Date, HAQI,Battery (%),R. Humidity (%),PM2.5,PM10,Temperature,Wind Direction (degree),Wind Speed (m/s)
1064,19/04/21 21:00, 47,100,98.94,20.8,46.83,29.22,250,3.09
1065,19/04/21 20:00, 47,100,98.27,21.12,47.36,29.75,300,4.12
1066,19/04/21 19:00, 46,100,85.85,20.32,45.58,31.3,300,4.12
1067,19/04/21 18:00, 45,100,66.48,19.88,44.67,34.59,280,4.63
1068,19/04/21 17:00, 43,100,56.26,19,42.86,37.44,280,5.14
1069,19/04/21 16:00, 45,100,57.56,19.08,44.83,37.7,270,5.14
1070,19/04/21 15:00, 45,100,60.83,19.08,44.57,37.12,250,6.17
1071,19/04/21 14:00, 43,100,61.97,19.29,43.16,36.98,240,2.57
1072,19/04/21 13:00, 45,100,58.67,19.53,45.33,37.85,240,2.57
1073,19/04/21 12:00, 62,100,63.98,22.29,60.99,36.98,230,4.63
1074,19/04/21 11:00, 48,100,80.38,20.67,47.89,33.9,250,4.63
1075,19/04/21 10:00, 48,100,88.81,21,48,32.57,190,2.57
1076,19/04/21 09:00, 49,100,97.44,21.64,48.75,31.53,180,1.54
1077,19/04/21 08:00, 52,100,100,22.48,50.84,28.81,170,2.06
1078,19/04/21 07:00, 58,100,100,26.72,57.17,27.43,170,2.06
1079,19/04/21 06:00, 58,100,100,26.5,56.81,27.33,160,1.54
1080,19/04/21 05:00, 55,100,100,24.34,53.6,27.52,348,2.38
1081,19/04/21 04:00, 53,100,100,23.86,52.17,27.6,350,3.6
1082,19/04/21 03:00, 51,100,100,22.93,50.52,28.03,343,4.13
1083,19/04/21 02:00, 53,100,100,23.62,51.85,28.37,310,3.09
1084,19/04/21 01:00, 55,100,100,24.64,53.83,28.68,310,3.09
1085,19/04/21 00:00, 54,100,100,24.44,53.34,29.02,290,3.6
1086,18/04/21 23:00, 60,100,100,27.68,59.23,29.18,280,4.63
1087,18/04/21 22:00, 59,100,100,26.79,58.37,29.34,250,3.09
1088,18/04/21 21:00, 56,100,100,25.12,55.6,29.89,270,2.57
1089,18/04/21 20:00, 56,100,99.75,25.19,54.9,30.72,310,2.06
1090,18/04/21 19:00, 53,100,84.61,23.7,52.27,32.39,310,2.06
1091,18/04/21 18:00, 52,100,72.43,24.36,51.16,35.36,300,3.6
1092,18/04/21 17:00, 46,100,59.27,22.06,46.48,37.78,280,5.14
1093,18/04/21 16:00, 43,100,54.12,19.71,42.56,38.54,290,5.14
1094,18/04/21 15:00, 43,100,54.25,19.98,42.68,38.61,270,5.66
1095,18/04/21 14:00, 43,100,61.86,20.4,43.09,38.39,270,1.03
1096,18/04/21 13:00, 44,100,65.8,20.91,44.13,37.84,270,1.03
1097,18/04/21 12:00, 45,100,69.21,21.38,44.79,37.09,260,5.14
1098,18/04/21 11:00, 51,100,68.17,22.63,50.5,35.09,260,5.14
1099,18/04/21 10:00, 48,100,80.93,22.35,48.35,32.61,290,2.06
1100,18/04/21 09:00, 46,100,96.73,21.15,46.15,30.99,310,2.57
1101,18/04/21 08:00, 56,100,100,24.95,55.1,28.04,353,3.44
1102,18/04/21 07:00, 95,100,100,42.3,94.53,26.88,353,3.44
1103,18/04/21 06:00, 61,100,100,28.4,60.64,27.28,2,2.51
1104,18/04/21 05:00, 46,100,100,21.1,45.61,27.59,20,2.06
1105,18/04/21 04:00, 46,100,100,21.62,46.28,27.77,360,2.06
1106,18/04/21 03:00, 46,100,100,21.62,46.19,27.85,320,2.06
1107,18/04/21 02:00, 47,100,100,22.11,47.3,27.92,320,2.57
1108,18/04/21 01:00, 48,100,100,22.57,47.86,28.22,320,2.57
1109,18/04/21 00:00, 47,100,100,22,46.9,28.48,300,3.09
1110,17/04/21 23:00, 48,100,100,22.19,48,28.61,310,3.09
1111,17/04/21 22:00, 46,100,100,21.3,46.24,28.88,310,3.09
1112,17/04/21 21:00, 46,100,100,20.8,45.67,29.11,300,2.06
1113,17/04/21 20:00, 47,100,99.94,21,47.09,29.71,320,3.6
1114,17/04/21 19:00, 43,100,88.13,19.37,43.1,31.13,320,3.6
1115,17/04/21 18:00, 42,100,68.39,19.1,41.91,34.02,300,4.63
1116,17/04/21 17:00, 44,100,64.38,19.64,43.55,36.12,290,5.14
1117,17/04/21 16:00, 42,100,67.12,19.29,41.57,36.53,290,5.66
1118,17/04/21 15:00, 43,100,67.15,20.42,43.36,36.52,270,6.17
1119,17/04/21 14:00, 42,100,66.47,19.88,42.25,36.54,280,3.6
1120,17/04/21 13:00, 42,100,63.42,18.96,41.65,37,280,3.6
1121,17/04/21 12:00, 46,100,64.4,20.48,46.19,36.52,260,5.66
1122,17/04/21 11:00, 46,100,72.6,20.35,45.63,33.72,320,3.6
1123,17/04/21 10:00, 44,100,86.48,19.51,43.63,31.61,340,2.06
1124,17/04/21 09:00, 46,100,93.21,20.35,46.27,30.32,320,2.57
1125,17/04/21 08:00, 50,100,99.99,21.77,49.58,27.1,3,3.28
1126,17/04/21 07:00, 48,100,100,21.52,48.03,25.7,3,3.28
1127,17/04/21 06:00, 48,100,100,21.05,48.14,25.81,7,3.29
1128,17/04/21 05:00, 46,100,100,20.06,45.5,26.27,11,3.55
1129,17/04/21 04:00, 44,100,100,19.6,44.05,26.81,350,2.06
1130,17/04/21 03:00, 42,100,100,18.48,41.69,27.03,10,2.06
1131,17/04/21 00:00, 46,100,100,20.88,45.83,27.83,320,1.54
1132,16/04/21 23:00, 22,25,100,9.23,22.05,27.93,320,2.06
1133,16/04/21 22:00, 44,100,100,19.89,44.25,28.09,320,2.57
1134,16/04/21 21:00, 45,100,100,19.89,45.11,28.34,300,3.09
1135,16/04/21 20:00, 45,100,100,19.44,44.85,28.79,300,3.09
1136,16/04/21 19:00, 44,100,99.25,18.84,44.26,29.8,310,3.09
1137,16/04/21 18:00, 41,100,84.53,18.61,41.41,32.49,300,3.6
1138,16/04/21 17:00, 41,100,63.57,18.08,40.73,35.54,270,4.12
1139,16/04/21 16:00, 45,100,58.01,20.23,45.11,36.81,290,6.17
1140,16/04/21 15:00, 39,100,57.07,17.33,39.36,37.34,270,2.06
1141,16/04/21 14:00, 40,100,57.44,17.54,39.53,37.38,270,2.06
1142,16/04/21 13:00, 45,100,58.99,19.21,45.15,36.87,260,7.2
1143,16/04/21 12:00, 43,100,61.88,19.28,42.64,36.05,260,5.66
1144,16/04/21 11:00, 43,100,72.75,19.2,42.54,33.26,270,4.12
1145,16/04/21 10:00, 45,100,76.35,20.21,44.7,32.06,330,1.54
1146,16/04/21 09:00, 45,100,84.32,20.31,45.48,30.63,17,2.2
1147,16/04/21 08:00, 52,100,99.79,23.6,51.16,27.48,17,2.2
1148,16/04/21 07:00, 55,100,100,26.59,54.07,25.73,16,2.48
1149,16/04/21 06:00, 45,100,100,20.44,44.94,25.73,10,2.4
1150,16/04/21 05:00, 45,100,100,20.12,44.71,26.1,5,2.79
1151,16/04/21 04:00, 44,100,100,20.64,44.15,26.79,355,3.76
1152,16/04/21 03:00, 33,50,100,15,32.84,27.3,343,4.39
1153,16/04/21 02:00, 41,75,100,20.61,40.95,27.65,343,4.39
1154,16/04/21 01:00, 51,100,100,24.77,50.26,27.86,310,1.54
1155,16/04/21 00:00, 49,100,100,23.69,49.27,28.01,280,2.57
1156,15/04/21 23:00, 48,100,100,22.99,47.95,28.16,220,1.54
1157,15/04/21 22:00, 33,50,100,16.39,32.52,28.46,230,1.54
1158,15/04/21 21:00, 40,75,100,18.41,40.3,28.86,305,3.61
1159,15/04/21 20:00, 48,100,100,21.83,47.76,29.47,305,3.61
1160,15/04/21 19:00, 47,100,97.47,21.16,47.37,30.99,290,4.12
1161,15/04/21 18:00, 39,75,76.13,16.78,39.15,33.69,260,5.66
1162,15/04/21 17:00, 42,100,66.56,19.48,42.45,35.91,250,6.69
1163,15/04/21 16:00, 43,100,61.11,19.33,42.86,37.38,290,6.17
1164,15/04/21 15:00, 44,100,57.26,20.24,43.58,38.33,240,4.12
1165,15/04/21 14:00, 45,100,54.78,21.26,45.11,38.38,240,4.12
1166,15/04/21 13:00, 40,66.67,49.96,18.66,40.11,38.77,250,6.69
1167,15/04/21 12:00, 54,100,57.32,26.35,53.14,37.13,90,4.12
1168,15/04/21 11:00, 52,100,61.18,24.64,50.6,34.7,140,2.06
1169,15/04/21 10:00, 60,100,80.73,28.35,58.77,32.46,170,2.57
1170,15/04/21 09:00, 57,100,97.17,25.35,56.07,31.11,105,0.68
1171,15/04/21 08:00, 50,100,100,21.93,49.8,28.49,105,0.68
1172,15/04/21 07:00, 40,66.67,100,16.44,40.02,27.18,50,2.06
1173,15/04/21 06:00, 48,100,100,21.77,48.37,27,16,1.02
1174,15/04/21 05:00, 58,100,100,26.08,57.09,27.1,325,1.32
1175,15/04/21 04:00, 48,100,100,21.69,47.66,27.52,313,1.84
1176,15/04/21 03:00, 46,100,100,20.23,46.27,28.04,240,2.57
1177,15/04/21 02:00, 54,100,100,25.13,52.73,28.08,240,2.57
1178,15/04/21 01:00, 50,100,100,22,49.9,28.27,244,1.34
1179,15/04/21 00:00, 52,100,100,23.45,50.62,28.8,190,2.06
1180,14/04/21 23:00, 53,100,100,23.39,51.99,29.31,150,2.06
1181,14/04/21 22:00, 39,75,100,15.89,39.02,29.32,200,2.06
1182,14/04/21 21:00, 36,75,100,15.04,35.57,29.34,280,3.6
1183,14/04/21 20:00, 39,75,100,16.03,39.46,29.71,280,3.6
1184,14/04/21 19:00, 42,100,99.98,18.4,42.35,30.62,300,3.09
1185,14/04/21 18:00, 44,100,79.83,19.21,43.59,33.21,300,4.63
1186,14/04/21 17:00, 45,100,65.51,20.09,45.11,35.93,280,8.23
1187,14/04/21 16:00, 45,100,58.63,19.92,45.48,37.34,290,6.17
1188,14/04/21 15:00, 34,66.67,56.43,14.63,33.51,38.05,230,1.03
1189,14/04/21 14:00, 62,100,55.45,22.06,61.09,38.09,230,1.03
1190,14/04/21 13:00, 48,100,54.64,21.15,48.08,37.91,250,4.63
1191,14/04/21 12:00, 45,100,59.49,21.53,45.41,36.7,290,2.06
1192,14/04/21 11:00, 50,100,62.08,23.17,49.62,34.79,10,2.06
1193,14/04/21 10:00, 56,100,67.75,24.22,55.19,33.21,150,2.57
1194,14/04/21 09:00, 49,100,83.16,21.42,49.33,31.7,79,1.08
1195,14/04/21 08:00, 42,75,100,17.84,41.84,28.98,79,1.08
1196,14/04/21 07:00, 25,25,100,10,25.15,27.8,117,1.01
1197,14/04/21 06:00, 47,100,100,20,46.56,28.09,134,0.78
1198,14/04/21 05:00, 46,100,100,19.8,46.23,28.55,220,2.06
1199,14/04/21 04:00, 46,100,100,19.97,46.17,28.92,230,2.57
1200,14/04/21 03:00, 46,100,100,20,46.24,28.97,220,3.6
1201,14/04/21 02:00, 47,100,100,20.19,47.34,28.8,220,3.6
1202,14/04/21 01:00, 40,66.67,100,15.87,39.69,28.87,240,3.09
1203,14/04/21 00:00, 57,100,100,23.34,56.52,29.08,230,3.09
1204,13/04/21 23:00, 52,100,100,20.65,51.03,29.18,230,2.06
1205,13/04/21 22:00, 46,100,100,19.12,45.58,29.15,220,2.06
1206,13/04/21 21:00, 47,100,100,19.5,46.82,29.36,260,3.09
1207,13/04/21 20:00, 37,66.67,100,14.58,36.58,29.88,260,3.09
1208,13/04/21 19:00, 33,50,97.79,12.1,32.67,31.06,280,4.12
1209,13/04/21 18:00, 47,100,79.71,19.34,46.77,33.34,230,3.6
1210,13/04/21 17:00, 45,100,67.71,18.98,44.9,35.82,260,6.17
1211,13/04/21 16:00, 28,50,65.64,10.98,28.23,36.78,260,6.17
1212,13/04/21 15:00, 15,0,60.03,3.5,14.5,37.28,270,3.09
1213,13/04/21 14:00, 19,0,60.06,4.33,18.67,38.07,270,3.09
1214,13/04/21 13:00, 46,100,60.82,19.71,46.31,37.56,270,3.09
1215,13/04/21 12:00, 52,100,67.91,21.01,51.38,36.72,250,5.14
1216,13/04/21 11:00, 57,100,61.9,23.45,56.11,35.43,250,4.63
1217,13/04/21 10:00, 58,100,75.97,22.41,57.63,33.14,-,1.54
1218,13/04/21 09:00, 56,100,91.97,22.16,55.46,30.86,310,2.06
1219,13/04/21 08:00, 64,100,99.99,24.71,62.96,28.2,100,2.06
1220,13/04/21 07:00, 61,100,100,23.47,60.41,27.69,100,2.06
1221,13/04/21 06:00, 53,100,100,20.91,51.94,27.99,100,2.06
1222,13/04/21 05:00, 41,75,100,15.75,41.26,28.55,313,0.55
1223,13/04/21 04:00, 25,25,100,7.5,24.63,28.82,340,2.06
1224,13/04/21 03:00, 40,75,100,15,40.25,29.14,-,1.54
1225,13/04/21 02:00, 34,50,100,13.03,33.7,29.22,330,3.6
1226,13/04/21 01:00, 50,100,100,20.89,49.93,29.19,330,3.6
1227,13/04/21 00:00, 54,100,100,22.02,52.7,28.96,320,2.06
1228,12/04/21 23:00, 97,100,100,43.12,96.64,28.74,313,2.61
1229,12/04/21 22:00, 68,100,99,30.88,67.76,29.61,301,2.66
1230,12/04/21 21:00, 64,100,79.23,25.48,63.62,30.61,262,2.9
1231,12/04/21 20:00, 57,100,65,20.74,56.36,31.53,170,5.66
1232,12/04/21 19:00, 48,100,60.08,19.23,48.46,32.16,170,5.66
1233,12/04/21 18:00, 50,100,54.92,19.04,49.82,34.46,320,4.63
1234,12/04/21 17:00, 53,100,51.5,18.84,51.79,36.73,310,6.17
1235,12/04/21 16:00, 45,100,48.53,18.61,45.43,37.43,310,5.14
1236,12/04/21 15:00, 46,100,55.55,18.98,46.42,37.08,290,4.63
1237,12/04/21 14:00, 45,100,57.13,18.81,45.3,37.27,270,3.6
1238,12/04/21 13:00, 49,100,56.03,19.79,49.05,37.62,270,3.6
1239,12/04/21 12:00, 59,100,70.17,23.81,58.04,36.67,240,5.14
1240,12/04/21 11:00, 74,100,80.58,30.86,73.17,33.93,30,1.54
1241,12/04/21 10:00, 71,100,94.15,29.54,70.86,32.09,60,2.06
1242,12/04/21 09:00, 61,100,100,24.78,59.88,30.21,28,0.87
1243,12/04/21 08:00, 52,100,100,20.92,51.02,28.48,357,1.85
1244,12/04/21 07:00, 54,100,100,21.01,53.39,27.06,357,1.85
1245,12/04/21 06:00, 53,100,100,20.37,52.21,27.17,349,1.11
1246,12/04/21 05:00, 51,100,100,20.02,50.03,27.77,290,1.54
1247,12/04/21 04:00, 49,100,100,19.05,48.56,28.22,200,2.06
1248,12/04/21 03:00, 51,100,100,19.53,50.05,28.3,200,2.06
1249,12/04/21 02:00, 54,100,100,20.31,53.19,28.2,220,2.06
1250,12/04/21 01:00, 56,100,100,22.47,54.95,28.06,260,2.57
1251,12/04/21 00:00, 60,100,100,25.11,59.37,27.83,260,2.57
1252,11/04/21 23:00, 60,100,100,24.32,59.38,28.02,265,2.15
1253,11/04/21 22:00, 59,100,100,23.52,58.67,28.41,237,1.75
1254,11/04/21 21:00, 54,100,100,20.45,53.16,29.08,215,2.18
1255,11/04/21 20:00, 50,100,100,19.8,49.96,29.59,310,2.06
1256,11/04/21 19:00, 58,100,100,21.15,56.95,30.71,280,4.63
1257,11/04/21 18:00, 47,100,84.72,18.7,47.07,33.44,280,4.63
1258,11/04/21 17:00, 47,100,63.08,18.03,47.11,36.65,270,6.17
1259,11/04/21 16:00, 45,100,54.64,17.98,45.01,37.58,260,6.17
1260,11/04/21 15:00, 47,100,53.23,18.66,47.31,37.78,280,5.66
1261,11/04/21 14:00, 51,100,46.82,19.51,50.28,38.06,270,6.17
1262,11/04/21 13:00, 58,100,39.59,21.33,57.21,38.6,260,4.63
1263,11/04/21 12:00, 63,100,51.22,24.09,62.6,36.78,260,4.63
1264,11/04/21 11:00, 62,100,48.18,22.59,61.41,34.38,60,3.09
1265,11/04/21 10:00, 65,100,77.01,23.07,64.38,31.34,100,2.57
1266,11/04/21 09:00, 74,100,98.33,25.87,73.14,29.45,100,3.09
1267,11/04/21 08:00, 60,75,100,21.6,59.53,27.02,90,2.57
1268,11/04/21 07:00, 63,100,100,24.51,61.8,25.96,359,1.4
1269,11/04/21 06:00, 59,100,100,21.95,58.2,26.41,359,1.4
1270,11/04/21 05:00, 57,100,100,21.25,56.15,26.61,360,3.99
1271,11/04/21 04:00, 48,50,100,13.56,47.65,26.62,360,4.8
1272,11/04/21 03:00, 58,100,100,21.02,56.89,26.49,326,3.35
1273,11/04/21 02:00, 52,100,100,20.45,51.38,26.63,334,3.08
1274,11/04/21 01:00, 54,100,100,20.54,53.5,26.92,259,2.18
1275,11/04/21 00:00, 55,100,100,20.15,54.09,27.36,259,2.18
1276,10/04/21 23:00, 60,100,100,22,58.98,27.98,310,2.06
1277,10/04/21 22:00, 48,75,100,17.07,47.63,28.65,260,2.06
1278,10/04/21 21:00, 53,100,100,18.92,52.27,29.05,170,2.06
1279,10/04/21 20:00, 55,100,100,19.18,54.06,29.1,240,4.63
1280,10/04/21 19:00, 46,75,100,15.43,45.85,29.91,280,2.06
1281,10/04/21 18:00, 49,75,86.9,15.76,48.77,31.78,280,2.06
1282,10/04/21 17:00, 54,100,81.48,19.15,53.11,32.38,290,5.66
1283,10/04/21 16:00, 55,100,75.79,19.45,53.63,33.05,280,6.17
1284,10/04/21 15:00, 54,100,66.69,19.54,53.58,34.89,270,6.69
1285,10/04/21 14:00, 59,100,59.47,20.01,58.54,36.49,260,7.2
1286,10/04/21 13:00, 58,75,60.46,17.21,57.12,36.33,280,3.6
1287,10/04/21 12:00, 66,100,70.74,21.7,65.82,34.67,280,3.6
1288,10/04/21 11:00, 75,100,82.15,26.12,74.28,32.27,270,3.09
1289,10/04/21 10:00, 86,100,91.51,29.88,86.22,31.02,270,2.06
1290,10/04/21 09:00, 86,100,97.51,29.53,85.98,30.04,284,0.84
1291,10/04/21 08:00, 88,100,100,30.51,87.55,27.07,140,1.54
1292,10/04/21 07:00, 92,100,100,32.44,91.68,25.86,100,3.09
1293,10/04/21 06:00, 80,100,100,26.37,79.66,25.5,100,3.09
1294,10/04/21 05:00, 79,100,100,26.17,78.97,25.37,110,1.54
1295,10/04/21 04:00, 72,100,100,22.77,71.7,25.92,120,2.57
1296,10/04/21 03:00, 73,100,100,21.84,72.65,26.69,350,2.06
1297,10/04/21 02:00, 72,100,100,21.81,71.31,27.15,318,2.81
1298,10/04/21 01:00, 71,100,100,21.84,70.62,27.43,290,1.54
1299,10/04/21 00:00, 71,100,100,21.93,70.36,27.55,290,1.54
1300,09/04/21 23:00, 74,100,100,22.82,73.67,27.79,280,3.09
1301,09/04/21 22:00, 75,100,100,23.18,74.23,28.08,300,1.54
1302,09/04/21 21:00, 74,100,100,22.47,73.21,28.42,310,2.57
1303,09/04/21 20:00, 72,100,100,22.36,71.94,28.92,290,3.6
1304,09/04/21 19:00, 70,100,96.18,21.2,69.69,30,280,2.06
1305,09/04/21 18:00, 68,100,79.43,21.42,67.75,32.07,280,2.06
1306,09/04/21 17:00, 66,100,66.42,20.5,65.09,34.41,270,6.69
1307,09/04/21 16:00, 61,100,64.36,20.46,60.62,35.45,260,6.17
1308,09/04/21 15:00, 63,100,62.77,20.29,62.06,35.95,270,6.17
1309,09/04/21 14:00, 59,100,61.64,20.11,58.45,35.49,270,5.14
1310,09/04/21 13:00, 53,100,62.22,19.05,51.8,35.55,270,5.14
1311,09/04/21 12:00, 60,100,73.44,20.59,59.39,34.03,260,1.03
1312,09/04/21 11:00, 57,100,84.72,20.37,56.03,31.94,260,1.03
1313,09/04/21 10:00, 60,100,90.66,21.22,59.46,31.03,-,1.54
1314,09/04/21 09:00, 63,100,98.57,22.2,62.27,29.87,-,1.54
1315,09/04/21 08:00, 49,50,100,15.84,48.67,26.86,100,2.06
1316,09/04/21 07:00, 65,100,100,23.87,64.62,25.55,140,1.54
1317,09/04/21 06:00, 58,100,100,20.71,57.07,25.61,339,1.83
1318,09/04/21 05:00, 56,100,100,20.1,55.28,25.81,339,1.83
1319,09/04/21 04:00, 56,100,100,20.51,54.7,26.2,335,1.45
1320,09/04/21 03:00, 54,100,100,19.26,53.1,26.54,317,0.87
1321,09/04/21 02:00, 55,100,100,19.07,53.78,26.89,299,1.56
1322,09/04/21 01:00, 55,100,100,19.06,53.76,27.09,281,1.89
1323,09/04/21 00:00, 66,100,100,27.09,65.55,26.92,250,2.57
1324,08/04/21 23:00, 61,100,100,22.83,59.81,27.18,250,2.57
1325,08/04/21 22:00, 47,50,100,17.45,47.14,27.42,220,2.57
1326,08/04/21 21:00, 40,50,100,13.3,40.49,28.04,220,2.06
1327,08/04/21 20:00, 58,100,100,21.25,57.6,28.63,280,3.6
1328,08/04/21 19:00, 59,100,94.97,21.02,58.43,29.86,290,4.63
1329,08/04/21 18:00, 58,100,79.84,20.47,57.37,31.89,291,5.53
1330,08/04/21 17:00, 25,0,68.67,5,24.5,33.76,291,5.53
1331,08/04/21 16:00, 56,100,66.53,20.37,55.22,35.47,260,6.17
1332,08/04/21 15:00, 54,100,70.86,19.77,53.34,35.3,280,5.66
1333,08/04/21 14:00, 65,100,82.4,21.13,64.29,33.36,310,4.63
1334,08/04/21 13:00, 57,100,73.68,20.54,56.27,34.83,270,4.12
1335,08/04/21 12:00, 37,50,78.8,12.16,36.84,33.89,240,3.6
1336,08/04/21 11:00, 77,100,83.55,22.18,76.41,32.26,250,1.54
1337,08/04/21 10:00, 59,100,89.41,19.36,58.16,31.16,250,1.54
1338,08/04/21 09:00, 63,100,98.05,19.94,62.55,29.77,220,2.06
1339,08/04/21 08:00, 72,100,100,23.11,71.34,27.32,220,2.06
1340,08/04/21 07:00, 74,100,100,23.77,73.5,26.27,343,1.3
1341,08/04/21 06:00, 64,100,100,20.58,63.4,26.27,329,2.09
1342,08/04/21 05:00, 60,100,100,20.24,59.05,26.71,346,3.24
1343,08/04/21 04:00, 61,100,100,19.98,59.91,27.41,346,3.24
1344,08/04/21 03:00, 53,100,100,18.84,52.48,27.78,350,1.54
1345,08/04/21 02:00, 52,100,100,18.42,50.88,28.01,320,1.54
1346,08/04/21 01:00, 53,100,100,18.92,51.74,28.34,300,2.57
1347,08/04/21 00:00, 43,66.67,100,15.1,42.77,28.42,310,3.09
1348,07/04/21 23:00, 62,75,92.58,21.32,61.02,28.24,300,1.54
1349,07/04/21 22:00, 66,100,85.31,23.02,65.12,28.44,300,1.54
1350,07/04/21 21:00, 57,100,79.92,20.33,55.63,28.76,300,2.06
1351,07/04/21 20:00, 62,100,79.27,21.79,60.89,29.61,340,2.06
1352,07/04/21 19:00, 57,100,74.25,19.67,55.97,30.92,330,3.09
1353,07/04/21 18:00, 54,100,55.83,19.51,53.12,33.63,300,4.63
1354,07/04/21 17:00, 51,100,42.69,18.83,50.02,36.61,300,2.57
1355,07/04/21 16:00, 57,100,42.65,19.75,56.05,37.93,300,2.57
1356,07/04/21 15:00, 55,100,51.9,19.43,53.62,37.76,300,6.17
1357,07/04/21 14:00, 57,100,59.15,19.94,56.14,36.67,270,6.17
1358,07/04/21 13:00, 56,100,60.11,20.3,55.62,36.77,280,6.17
1359,07/04/21 12:00, 62,100,69.2,21.02,61.25,35.09,250,6.17
1360,07/04/21 11:00, 59,100,81.14,20.85,58.22,33,270,4.12
1361,07/04/21 10:00, 62,100,76.44,21.43,61.11,31.88,332,1.99
1362,07/04/21 09:00, 54,75,87.89,17.07,53.11,30.56,332,1.99
1363,07/04/21 08:00, 63,100,100,23.08,62.64,26.81,320,1.54
1364,07/04/21 07:00, 61,100,100,22.39,59.9,25.9,7,1.13
1365,07/04/21 06:00, 56,100,100,21.19,54.98,25.98,350,1.54
1366,07/04/21 05:00, 54,100,100,19.68,53.38,26.27,360,1.54
1367,07/04/21 04:00, 54,100,100,19.34,52.7,26.95,50,2.06
1368,07/04/21 03:00, 54,100,100,18.97,53.33,27.45,50,2.06
1369,07/04/21 02:00, 29,25,100,8.25,28.81,27.65,30,2.06
1370,07/04/21 01:00, 55,100,100,20.72,53.81,27.64,330,2.06
1371,07/04/21 00:00, 58,100,100,22.84,56.66,27.87,360,2.57
1372,06/04/21 23:00, 55,100,99.75,20.48,53.88,28.39,10,1.54
1373,06/04/21 22:00, 53,100,95.41,19.84,52.11,28.88,346,4.69
1374,06/04/21 21:00, 55,100,91.8,19.99,53.84,29.47,346,4.69
1375,06/04/21 20:00, 57,100,91.19,20.43,55.68,30.06,290,4.63
1376,06/04/21 19:00, 57,100,79.69,20.56,56.2,31.23,300,5.14
1377,06/04/21 18:00, 53,100,49.66,19.44,52.3,35.16,300,5.66
1378,06/04/21 17:00, 47,100,32.65,18.78,47.37,38.87,300,6.17
1379,06/04/21 16:00, 56,100,53.62,21.23,55.31,39.32,280,4.12
1380,06/04/21 15:00, 59,100,48.21,21.67,58.57,38.73,280,4.12
1381,06/04/21 14:00, 52,100,58.3,19.73,51.25,37.32,260,6.17
1382,06/04/21 13:00, 56,100,58.56,20.23,55.06,38.01,260,6.17
1383,06/04/21 12:00, 51,75,59.7,17.89,50.32,36.76,270,4.63
1384,06/04/21 11:00, 62,100,54.49,22.38,60.81,34.21,30,2.06
1385,06/04/21 10:00, 60,100,51.97,22.26,59.5,32.37,300,1.54
1386,06/04/21 09:00, 51,50,64.67,15.62,50.38,31.01,300,1.54
1387,06/04/21 08:00, 66,100,86.74,22.69,64.9,26.25,3,2.79
1388,06/04/21 07:00, 60,100,90.92,22.71,59.16,24.48,360,1.54
1389,06/04/21 06:00, 62,100,100,24.37,61.61,24.5,4,3.49
1390,06/04/21 05:00, 59,100,97.98,22.21,58.61,25.01,7,3.72
1391,06/04/21 04:00, 75,100,91.98,30.64,74.22,25.82,351,3.7
1392,06/04/21 03:00, 56,100,88.92,20.61,54.95,26.58,351,3.7
1393,06/04/21 02:00, 59,100,98.67,22.78,58.47,26.68,340,3.6
1394,06/04/21 01:00, 67,100,100,27.31,66.74,26.43,357,2.91
1395,06/04/21 00:00, 76,100,100,33.99,75.92,26.8,350,1.54
1396,05/04/21 23:00, 77,100,100,31.43,76.89,27.36,320,1.54
1397,05/04/21 22:00, 55,100,100,19.13,53.93,28,360,2.06
1398,05/04/21 21:00, 53,100,100,18.39,51.75,28.62,360,2.06
1399,05/04/21 20:00, 48,100,99.62,18.12,47.92,28.97,330,3.6
1400,05/04/21 19:00, 47,100,87.78,17.63,47.12,30.06,300,4.12
1401,05/04/21 18:00, 48,100,72.18,18.01,48.25,32.31,310,3.09
1402,05/04/21 17:00, 9,0,51.78,2,9,35.78,290,6.17
1403,05/04/21 16:00, 43,75,51.57,14.24,42.71,36.22,300,4.63
1404,05/04/21 15:00, 55,100,53.8,18.62,54.52,36.64,300,4.63
1405,05/04/21 14:00, 48,100,56.25,18.19,47.55,36.61,270,7.2
1406,05/04/21 13:00, 50,100,57.6,18.56,49.84,36.64,260,6.69
1407,05/04/21 12:00, 53,100,69.46,18.55,51.9,34.2,270,6.69
1408,05/04/21 11:00, 53,100,82.82,18.86,52.36,31.88,280,2.06
1409,05/04/21 10:00, 52,100,88.91,18.66,50.69,30.41,290,2.57
1410,05/04/21 09:00, 53,100,92.95,18.28,51.74,30.14,325,2.25
1411,05/04/21 08:00, 56,100,100,19.21,55.3,27.29,322,1.83
1412,05/04/21 07:00, 52,100,100,18.25,51.04,25.87,322,1.83
1413,05/04/21 06:00, 52,100,100,18.59,51.44,25.94,-,1.54
1414,05/04/21 05:00, 59,100,100,22.54,57.82,26.22,318,1.67
1415,05/04/21 04:00, 52,100,100,18.76,51.42,26.56,340,2.06
1416,05/04/21 03:00, 56,100,100,20.52,54.8,26.71,-,1.54
1417,05/04/21 02:00, 58,100,100,20.82,56.81,26.92,300,2.57
1418,05/04/21 01:00, 55,100,100,19.23,53.63,27.18,300,2.57
1419,05/04/21 00:00, 55,100,100,19.14,53.66,27.35,300,2.06
1420,04/04/21 23:00, 58,100,100,19.97,57.39,27.53,260,2.06
